Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
tipos de energía mareomotriz,170,38,0.00,0.00,101000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image, People also ask, Video carousel","0.13,0.08,0.07,0.01,0.07,0.03,0.01,0.01,0.01,0.03,0.01,0.00"
tipos de energía para niños,170,52,0.00,0.00,135000000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack","0.26,0.53,1.00,0.53,0.00"
ventajas y desventajas de la energía hidráulica,170,22,1.49,0.03,579000,"Informational, Commercial","Reviews, Site links, FAQ, Video, People also ask, Image pack","0.05,0.08,0.18,0.35,0.18,0.28,0.35,0.44,0.35,0.66,0.54,0.00"
ventajas y desventajas de las energías renovables,170,21,0.49,0.04,553000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.03,0.15,0.23,0.35,0.18,0.28,0.44,0.44,0.35,0.54,0.44,0.01"
vitaminas para el ánimo y energía,170,20,0.34,1.00,1500000,"Informational, Commercial","Reviews, Site links, Video, Image, People also ask, Image pack","0.65,0.53,0.53,0.43,0.43,0.81,0.65,0.65,0.43,0.43,0.12,0.09"
acciona energías renovables bolsa,140,44,0.00,0.00,77,Informational,"Reviews, Video, Image pack, Instant answer, Knowledge panel","0.02,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.01,0.01"
acis energía permanencia,140,13,0.62,0.16,11600,"Informational, Transactional","Reviews, Knowledge panel","0.24,0.02,0.02,0.02,0.11,0.02,0.02,0.02,0.02,0.01,0.01,0.01"
adelfas energía,140,28,0.66,0.16,133000,Navigational,"Reviews, Site links, Video, Image pack, Video carousel, Knowledge panel","0.66,0.80,0.52,0.52,0.66,0.52,0.66,1.00,0.80,1.00,1.00,1.00"
agencia andaluza de la energía incentivos 2021,140,36,0.95,0.18,32000,"Informational, Transactional","Site links, Video, People also ask","0.01,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
ahorrador de energía,140,34,0.46,0.52,683000,Informational,"Featured snippet, Reviews, Video, Image, People also ask, Video carousel","0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.00,0.01,1.00,0.05"
ahorrador de energía casero,140,38,0.00,0.64,20400,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack","0.01,1.00,0.10,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
aldro energía teléfono 24 horas,140,30,1.23,0.37,64,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.02,0.44,1.00,0.36,0.10,0.02,0.02"
aquilea crono-energía,140,19,0.19,1.00,4760,"Informational, Transactional","Reviews, Image, Image pack, Video carousel","1.00,0.00,1.00,1.00,1.00"
arkovital pura energía efectos secundarios,140,16,0.00,1.00,85,Transactional,"Reviews, Image, People also ask, Image pack","0.53,0.80,1.00,0.65,0.34,0.42,0.53,0.65,0.42,0.42,0.65,0.65"
atención al cliente energía 21,140,33,1.26,0.41,51200000,Informational,"Reviews, Site links, Video, People also ask","0.34,0.42,0.34,0.42,0.42,1.00,1.00,0.80,0.65,0.53,0.53,0.65"
audax energía opiniones,140,17,0.55,0.19,92,Transactional,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.03,0.00,0.00,0.00"
bonpreu energía área clientes,140,13,0.61,0.04,98,"Informational, Transactional","Reviews, Site links, Image pack","0.42,0.80,1.00,1.00,0.80,1.00,0.52,0.66,0.80,0.66,0.80,0.66"
cadena energía en directo,140,25,0.00,0.00,79,Transactional,"Reviews, Site links, Image pack","0.01,0.01,0.01,0.08,0.04,0.01,0.01,0.01,0.01,0.00,0.02,0.01"
call of duty mobile ventaja lleno de energía,140,29,0.00,0.00,77,Informational,"Reviews, Site links, Video, Image pack","0.14,0.14,0.02,1.00,0.02,0.14,0.02,0.02,0.02,0.02,0.00,0.02"
chc energía opiniones,140,19,0.57,0.17,81,Transactional,"Reviews, Site links, FAQ, People also ask, Image pack, Knowledge panel","0.28,0.21,0.21,0.28,0.28,0.43,0.65,1.00,0.65,0.43,0.34,0.34"
chc energía pagar factura,140,27,0.84,0.04,15200,Navigational,"Reviews, Site links, Video, People also ask","0.33,0.52,0.66,1.00,0.66,0.52,1.00,0.80,0.66,0.80,0.80,0.52"
chc energía teléfono gratuito,140,29,1.00,0.40,68,"Navigational, Transactional","Reviews, Site links, People also ask, Image pack, Knowledge panel","0.42,0.33,0.52,0.80,0.52,0.66,1.00,0.80,0.04,0.66,0.66,1.00"
como llenarse de energía positiva,140,33,0.00,0.08,152000,Informational,"Reviews, Site links, Video, People also ask","0.30,0.01,0.01,0.03,0.01,0.08,0.01,0.01,0.01,0.01,0.01,0.01"
como recuperar la energía después de una quimioterapia,140,34,0.37,0.06,124000,Informational,"Featured snippet, People also ask, Image pack","1.00,1.00,0.82,1.00,0.82,0.82,0.82,0.82,0.82,0.64,0.64,0.52"
como saber si mi pareja me roba energía,140,24,0.00,0.00,367000,Informational,"Reviews, Video, People also ask","0.00,1.00,1.00,0.66,0.66,1.00,0.80,0.80,0.52,0.52,0.66,0.52"
consumo de energía,140,41,0.39,0.05,137000000,Informational,"Reviews, People also ask, Video carousel, Knowledge panel","0.33,0.42,0.52,0.80,0.66,0.80,0.66,1.00,0.66,0.80,0.14,0.33"
cuanta energía produce 1 kg de hidrógeno,140,41,0.00,0.00,52500,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.03,0.03,0.01,0.08,0.01,0.01,0.01,1.00,0.01,0.01,0.01,0.01"
cuerpo energía,140,27,0.00,0.00,140000000,Informational,"Site links, People also ask, Image pack, Video carousel","0.11,0.06,0.11,0.18,0.11,0.18,0.11,0.18,1.00,0.11,0.18,0.00"
cur energía,140,33,1.13,0.18,54,Navigational,"Reviews, Site links, FAQ, Video, Image, People also ask, Image pack, Knowledge panel","0.42,0.53,0.53,0.65,0.53,0.65,0.53,0.53,0.53,0.42,0.34,0.53"
definiciones de la energía,140,44,0.00,0.00,176000000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00"
desventajas de la energía no renovable,140,24,0.00,0.00,667000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.02,0.05,0.02,0.02,0.02,0.02,0.05,0.02,0.01,0.04,0.00,0.00"
desventajas de la energía renovable,140,32,0.47,0.03,685000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","0.02,0.07,0.17,0.23,0.17,0.28,0.28,0.43,0.35,0.82,0.82,0.00"
dh eco energía,140,34,1.25,0.02,858000,Navigational,"Reviews, Site links, Image, Image pack, Knowledge panel","0.34,1.00,0.53,0.42,0.26,0.42,0.42,1.00,0.65,0.53,0.53,0.00"
diferencia entre potencia y energía,140,23,0.37,0.03,18800000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.34,0.81,0.81,0.81,0.43,0.53,0.53,0.65,0.03,0.06,0.06,0.03"
discriminación horaria energía xxi,140,28,0.74,0.10,68,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.29,0.19,0.29,0.29,0.19,0.36,0.19,0.29,0.09,0.09,0.09,0.05"
doméstica energía,140,34,0.58,0.27,8310000,Navigational,"Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.01,0.01,0.01,0.10,1.00,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
eficiencia energetica y energía solar térmica,140,19,0.57,0.08,2650000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.28,1.00,0.28,0.21,0.12,0.21,0.15,0.28,0.28,0.65,0.81,0.65"
ejemplos de energías mecánicas,140,27,0.00,0.00,4000000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,1.00,0.59,0.00"
elega energía,140,30,0.95,0.12,68,Navigational,"Reviews, Site links, Video, Image pack, Video carousel, Knowledge panel","0.66,0.80,0.80,0.80,1.00,1.00,1.00,1.00,0.00,0.66,0.52,0.80"
endesa energía s.a.u. facturas,140,55,0.51,0.12,88,"Navigational, Transactional","Reviews, People also ask","0.34,0.34,0.42,0.53,0.42,0.53,0.53,0.80,0.80,1.00,1.00,1.00"
endesa energía xxi cambio titular online,140,30,0.74,0.23,46,Informational,"Reviews, Site links, FAQ, People also ask, Image pack","0.80,0.42,0.15,0.19,0.26,0.53,0.53,0.80,0.42,0.53,0.26,0.34"
energa,140,65,0.21,0.01,6700000,Commercial,"Local pack, Site links, Image pack","0.34,0.34,0.34,0.43,0.34,0.34,0.34,1.00,0.34,0.53,0.53,0.34"
energico sinonimo,140,25,0.00,0.00,90,Informational,"People also ask, Image pack","0.52,1.00,0.66,0.66,1.00,0.52,0.52,0.52,0.42,0.52,1.00,0.66"
energico sinonimos,140,31,0.00,0.00,78,Informational,"Reviews, People also ask, Image pack","0.42,0.80,0.65,0.65,0.80,0.53,0.53,0.53,0.34,0.42,0.80,0.53"
energize 1 oxford pdf,140,12,0.00,0.07,92,Informational,"Reviews, Image pack","0.02,1.00,0.09,0.02,0.02,0.15,0.02,0.02,0.02,0.02,0.02,0.02"
energize 2 workbook,140,24,0.11,0.98,167000,Commercial,"Local pack, Reviews, Video, Image, Image pack","0.02,1.00,0.29,0.54,0.02,0.02,0.05,0.02,0.02,0.02,0.02,0.05"
energizer ultimate lithium,140,19,0.22,1.00,1640000,"Informational, Transactional","Reviews, Site links, Video, Image, Image pack","0.64,0.64,0.82,1.00,0.82,0.82,0.41,0.64,0.64,0.64,0.64,0.52"
energizers,140,40,0.16,0.48,1690000,Informational,"Reviews, Site links, Image pack, Video carousel","0.52,0.82,1.00,1.00,0.82,0.82,0.64,0.82,0.64,0.52,0.64,0.82"
energía alternativa,140,37,0.61,0.35,48500000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel, Knowledge panel","0.14,0.18,0.22,0.29,0.18,0.29,0.35,0.54,0.35,0.35,0.29,1.00"
energía antes,140,30,0.00,0.08,178000000,Informational,"Reviews, Video, Image, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,1.00,0.16,0.08,0.05,0.03,0.13,0.16"
energía calorífica,140,37,0.36,0.01,2020000,Informational,"Reviews, Site links, Video, Image, People also ask, Knowledge panel","0.12,0.23,0.35,0.53,0.28,0.35,0.35,0.53,0.35,0.43,0.35,0.05"
energía cosmica,140,28,0.00,0.08,104000,Informational,"Featured snippet, Reviews, Site links, Image, People also ask, Image pack, Video carousel","0.82,0.64,0.64,0.64,0.64,0.64,0.82,1.00,0.82,0.82,0.82,0.64"
energía del ebro zaragoza,140,21,0.00,0.04,2030000,Informational,"Reviews, Video, Image pack, Knowledge panel","0.06,1.00,0.01,0.08,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01"
energía del hidrógeno ventajas y desventajas,140,17,0.13,0.06,238000,Informational,"Site links, Video, People also ask, Image pack","1.00,0.14,0.54,0.29,1.00,0.14,0.14,0.14,0.04,0.08,0.06,0.04"
energía eléctrica y ejemplos,140,43,0.48,0.01,45500000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.06,0.13,0.16,0.16,0.08,0.16,0.24,0.36,0.00,0.00,0.00,0.00"
energía eólica doméstica,140,27,0.25,1.00,221000,Informational,"Reviews, FAQ, Image, People also ask, Image pack, Video carousel","0.26,0.34,0.65,0.65,0.42,0.34,0.34,0.80,1.00,0.53,0.34,0.80"
energía hidrógeno,140,45,0.19,0.13,13900000,Informational,"Featured snippet, Site links, People also ask, Video carousel, Knowledge panel","0.34,0.43,0.81,0.81,0.65,0.65,0.81,1.00,0.03,0.03,0.00,0.00"
energía hoy,140,56,0.46,0.09,212000000,Informational,"Reviews, Site links, Video","0.11,0.15,0.19,0.42,0.65,0.65,0.53,1.00,1.00,0.65,0.00,0.42"
energía mecanica,140,39,0.00,0.00,8930000,"Informational, Transactional","Reviews, Site links, FAQ, Image, People also ask, Video carousel, Knowledge panel","0.10,0.35,0.35,0.18,0.29,0.35,0.35,0.22,0.43,0.54,0.54,0.22"
energía mecánica ejemplos,140,32,0.00,0.00,11500000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.04,0.10,0.18,0.18,0.08,0.10,0.22,0.35,0.35,1.00,1.00,0.04"
energía no renovable,140,37,0.00,0.00,21100000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Video carousel, Knowledge panel","0.02,0.05,0.09,0.15,0.09,0.15,0.23,0.23,0.36,1.00,0.06,0.29"
energía no renovable dibujos,140,25,0.00,0.00,354000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.02,0.06,0.08,0.22,0.10,0.18,0.22,0.35,0.43,1.00,0.54,0.06"
energía no renovables,140,34,0.57,0.01,25400000,"Informational, Transactional","Reviews, Site links, FAQ, Video, Image, People also ask, Video carousel, Knowledge panel","0.00,0.00,0.14,1.00,0.02"
energía nufri opiniones,140,20,0.69,0.48,57,"Informational, Transactional","Reviews, Video, Image pack, Knowledge panel","0.04,0.12,1.00,0.44,0.44,0.04,0.04,0.04,0.02,0.05,0.02,0.02"
energía orbital,140,22,0.00,0.00,5190000,"Informational, Transactional","Reviews, Site links, Image, People also ask, Image pack, Video carousel, Knowledge panel","0.11,0.09,1.00,0.32,0.02,0.04,0.02,0.02,0.00,0.00,0.00,0.00"
energía positiva frases,140,37,0.00,0.00,5820000,Informational,"Reviews, Video, Image, People also ask, Image pack","0.80,0.80,0.80,0.66,0.66,0.66,0.66,0.80,0.52,0.42,0.80,0.42"
energía reactiva,140,32,0.09,0.07,5360000,Informational,"Featured snippet, Reviews, Video, People also ask, Image pack, Video carousel","0.64,1.00,1.00,1.00,0.82,0.82,0.82,1.00,0.64,0.82,0.64,0.64"
energía sin gorra,140,19,0.00,0.01,7360000,Informational,"Reviews, Video, Image, Image pack","0.00,0.09,0.07,0.26,0.05,1.00,0.09,0.05,0.03,0.04,0.04,0.07"
energía solar aragón,140,21,1.49,0.99,2480000,Navigational,"Reviews, Site links, FAQ, People also ask, Image pack, Knowledge panel","0.82,0.64,0.64,0.64,0.82,1.00,0.64,0.82,1.00,0.82,0.82,1.00"
energía solar como funciona,140,43,0.50,0.32,15100000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.12,0.17,0.23,1.00,0.23,0.35,0.35,0.43,0.43,0.43,0.35,0.10"
energía solar endesa opiniones,140,16,1.57,0.96,94,Informational,"Reviews, FAQ, Video, People also ask","0.80,0.66,0.52,0.52,0.33,0.66,0.80,1.00,0.52,0.33,0.66,0.80"
energía termosolar,140,35,0.59,0.44,423000,Informational,"Featured snippet, Site links, Image, People also ask, Video carousel, Knowledge panel","0.12,0.23,0.35,1.00,0.28,0.28,0.28,0.43,0.28,0.23,0.35,0.23"
energía térmica para niños,140,28,0.00,0.00,3940000,Informational,"Reviews, Site links, Video, Image, People also ask, Image pack, Video carousel","0.52,0.42,1.00,0.52,0.00"
energía xxi bono social cita previa,140,43,0.54,0.04,43,"Informational, Transactional","Reviews, Site links, Video, People also ask","0.15,0.21,0.21,0.53,0.43,1.00,0.53,0.53,0.65,0.65,0.34,0.21"
energía xxi compensación excedentes,140,27,0.44,0.23,70,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.21,0.34,0.28,0.34,0.21,0.43,0.43,0.81,0.53,0.53,0.81,1.00"
energía xxi precio kwh,140,29,0.54,0.29,90,Transactional,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.44,0.35,0.28,0.23,0.18,0.23,0.23,0.23,0.18,0.15,0.11,0.11"
energía xxi teléfono cambio titular,140,30,2.51,0.27,48,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack","0.01,0.04,0.15,0.01,0.01,1.00,0.36,0.23,0.09,0.09,0.09,0.09"
energía xxi teléfono gratis,140,29,2.13,0.37,88,Informational,"Featured snippet, Local pack, Reviews, Site links, FAQ, People also ask","0.34,0.42,0.53,0.65,0.65,1.00,0.80,0.65,0.53,0.26,0.15,0.11"
energía xxl,140,34,1.12,0.08,17400000,Navigational,"Local pack, Reviews, Site links, Video, People also ask, Image pack","0.78,0.78,0.78,0.78,0.78,1.00,1.00,1.00,1.00,1.00,0.64,0.78"
energía. guru,140,20,0.79,0.00,748000,Navigational,"Reviews, Site links, Video, Twitter","0.53,0.65,0.80,1.00,1.00,1.00,0.80,1.00,0.00,0.00,0.00,0.00"
energías renovables en españa,140,49,0.72,0.24,22800000,Informational,"Reviews, Site links, Top stories, People also ask, Video carousel, Knowledge panel","0.12,0.17,0.23,0.28,0.17,0.23,0.23,0.53,0.35,1.00,0.66,0.53"
es la energía solar,140,50,0.46,0.22,53600000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Video carousel, Knowledge panel","0.03,0.06,0.11,0.18,0.11,0.15,0.23,0.28,0.23,0.54,1.00,0.05"
factor energía teléfono,140,31,2.10,0.28,9990000,Commercial,"Local pack, Reviews, Site links, FAQ, People also ask, Image pack","0.42,0.52,0.52,0.52,0.52,0.66,0.80,1.00,0.52,0.52,0.66,0.80"
factor energía: tarifas,140,20,0.00,0.00,3060000,"Informational, Transactional","Reviews, Site links, FAQ, Video, People also ask, Image pack","1.00,0.34,0.42,0.42,0.42"
falta de energía agotamiento,140,38,0.33,0.39,5620000,Informational,"Video, People also ask, Image pack","0.42,0.80,1.00,0.42,0.26,0.19,0.42,0.34,0.53,0.53,0.53,0.34"
fc energía teléfono gratuito,140,26,1.95,0.47,449000,Informational,"Featured snippet, Reviews, Site links, Video, People also ask","0.34,0.34,0.53,0.65,0.65,1.00,0.65,0.65,0.34,0.26,0.42,0.34"
feníe energía charging station,140,21,0.72,0.00,37,Transactional,"Local pack, Reviews, Image pack","0.00,0.00,0.02,0.00,0.28,0.02,0.43,0.35,0.82,1.00,1.00,1.00"
feníe energía pagar factura,140,26,0.80,0.11,81,Informational,"Reviews, Video, People also ask, Image pack","0.03,0.01,0.01,0.01,1.00,0.54,0.23,0.23,0.23,0.23,0.18,0.23"
feníe energía tarifas 2022,140,16,0.68,0.45,66,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.81,0.66,0.43,0.35,0.22"
feníe energía: tarifas 2021,140,18,0.84,0.39,70,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.35,0.28,0.35,0.44,0.28,0.23,0.11,0.11,0.03,0.00,0.01,0.00"
foro berkeley energía,140,19,0.00,0.00,98,"Informational, Transactional","Reviews, Video, Image pack","0.43,0.29,0.22,0.18,0.18,0.18,0.18,0.66,0.00,0.00,0.00,0.00"
fotos de la energía,140,27,0.00,0.00,104000000,"Informational, Commercial","Reviews, Video, Image, Image pack","0.02,0.05,0.12,0.15,0.09,0.12,0.15,0.29,0.29,0.66,0.44,0.02"
fox energía clientes,140,28,2.16,0.19,917000,"Informational, Transactional","Reviews, FAQ, Video","0.00,0.00,0.03,0.03,0.20,0.03,1.00,0.03,0.01,0.01,0.01,0.01"
free energía endesa,140,17,0.00,0.14,91,"Informational, Transactional","Reviews, Video, People also ask, Image pack, Adwords bottom","1.00,0.06,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00"
fuente de energía renovable,140,57,0.37,0.13,6570000,Informational,"Featured snippet, Reviews, Site links, FAQ, Image, People also ask, Video carousel","0.06,0.14,0.14,0.22,0.18,0.22,0.29,0.43,0.35,1.00,0.54,0.04"
ignis energía,140,27,0.86,0.04,177000,Navigational,"Site links, FAQ, Image pack, Video carousel, Knowledge panel","0.19,0.42,0.65,0.53,0.65,1.00,1.00,0.53,0.53,0.42,0.42,0.42"
imperia luz energía opiniones,140,29,0.96,0.17,77,"Informational, Transactional","Reviews, People also ask, Image pack","0.81,0.66,0.29,0.18,0.10,0.06,0.08,0.10,0.08,0.06,0.04,0.04"
inconvenientes de la energía eólica,140,27,0.00,0.00,164000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video","0.06,0.08,0.22,0.29,0.18,0.29,0.35,0.54,0.43,0.81,0.54,0.02"
inconvenientes de la energía solar,140,29,0.73,0.09,1400000,Informational,"Featured snippet, Reviews, Video","0.08,0.14,0.22,0.35,0.22,0.35,0.35,0.43,0.43,0.81,0.29,0.04"
instituto para la diversificación y ahorro dela energía,140,44,0.79,0.06,1250000,Navigational,"Site links, FAQ, People also ask, Image pack, Knowledge panel","0.42,0.80,0.80,1.00,0.66,0.80,0.80,1.00,0.80,0.66,0.80,0.66"
integra energía opiniones,140,21,0.96,0.19,4410000,Informational,"Reviews, FAQ, People also ask, Knowledge panel","0.26,0.34,0.42,0.53,0.65,1.00,1.00,0.80,0.65,0.34,0.26,0.19"
integra energía opiniones foro,140,21,0.00,0.06,1770000,Transactional,"Reviews, FAQ, Image pack","0.03,0.15,0.12,1.00,1.00,0.53,0.43,0.43,0.43,0.15,0.06,0.06"
iris energía opiniones,140,19,0.69,0.24,1450000,Informational,"Reviews, Site links, FAQ, Knowledge panel","0.82,1.00,1.00,0.82,1.00,0.82,1.00,1.00,0.64,1.00,0.82,0.52"
iris energía permanencia,140,25,0.66,0.21,54,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Knowledge panel","0.12,0.12,0.12,0.23,1.00,0.12,0.12,0.12,0.06,0.04,0.02,0.05"
j balvin energía,140,34,0.00,0.00,619000,"Informational, Transactional","Reviews, Site links, Video carousel, Knowledge panel","0.81,1.00,0.43,0.43,0.34,0.34,0.34,0.65,0.28,0.34,0.28,0.34"
julio energía,140,25,0.00,0.00,83600000,Informational,"Featured snippet, Image, People also ask, Video carousel, Knowledge panel","0.26,1.00,1.00,0.80,0.65,0.80,0.80,0.80,0.00,0.00,0.80,0.00"
la energía del petróleo,140,36,0.55,0.00,28300000,Informational,"Featured snippet, Video, People also ask, Image pack","0.04,0.15,0.29,0.36,0.29,0.29,0.36,0.66,0.00,0.00,0.00,0.00"
la energía nuclear contamina,140,39,0.00,0.00,205000,Informational,"Featured snippet, Reviews, Site links, People also ask, Video carousel","0.12,0.35,0.43,1.00,0.35,0.82,0.66,0.82,0.02,0.07,0.00,0.05"
la energía nuclear es renovable o no renovable,140,38,0.00,0.00,2150000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.15,0.26,0.26,0.42,0.26,0.65,0.65,0.80,0.53,1.00,0.80,0.15"
liberbank céfiro energía sl,140,18,0.00,0.00,40,Commercial,Image pack,"0.00,0.00,0.00,0.00,1.00,1.00,0.81,0.43,0.00,0.00,0.04,0.00"
logos energía area clientes,140,7,0.00,0.05,29000000,"Informational, Transactional","Reviews, FAQ, Image pack","0.00,0.00,0.02,0.81,1.00,0.19,0.02,0.02,0.02,0.02,0.02,0.02"
masluz energía naturgy,140,42,1.21,0.45,52,Commercial,"Reviews, People also ask, Image pack","0.43,0.66,0.43,0.29,0.08,0.10,0.08,0.29,0.18,0.18,0.06,0.06"
me levanto cansada y sin energía,140,18,0.00,0.01,110000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.66,0.53,0.35,0.17,0.23,0.28,0.35,0.35,0.28,0.28,0.43,0.35"
más luz energía teléfono,140,25,1.85,0.26,22500000,Transactional,"Local pack, Reviews, People also ask","0.65,0.53,0.53,0.43,0.28,0.21,0.34,0.43,0.21,0.09,0.06,0.06"
natura mix energía opiniones,140,13,0.09,1.00,165000,Commercial,"Reviews, Image, Image pack","0.28,0.28,0.28,0.53,0.28,1.00,0.28,0.28,0.43,0.53,0.43,0.34"
noticias energía,140,57,0.77,0.09,181000000,Informational,"Site links, Top stories","0.34,0.53,0.81,0.81,0.43,0.65,0.65,1.00,0.06,0.06,0.09,0.06"
periodico de la energía,140,42,0.00,0.00,84,Navigational,"Reviews, Site links, Video, People also ask, Image pack, Twitter","0.42,0.65,0.65,0.42,0.42,0.53,0.42,0.80,1.00,0.65,0.65,0.65"
piedras de energía positiva,140,26,0.10,0.89,3110000,Informational,"Reviews, Video, Image, People also ask, Image pack","1.00,0.65,0.65,0.43,0.34,0.34,0.28,0.34,0.28,0.34,0.28,0.21"
pienso alta energía perros caza,140,6,0.24,1.00,202000,Informational,"Image, Image pack, Shopping ads","0.53,0.65,0.80,1.00,0.65,0.53,0.26,0.26,0.19,0.26,0.26,0.42"
plan nacional de energía y clima,140,32,0.00,0.00,15400000,Informational,"Site links, People also ask, Video carousel","0.05,0.05,1.00,0.05,0.05,0.05,0.05,0.05,0.00,0.00,0.00,0.00"
porcentaje de energía renovable en españa 2021,140,39,0.37,0.08,206000,Informational,"Featured snippet, Reviews, People also ask, Image pack","0.04,0.29,1.00,0.35,0.35,1.00,0.02,0.54,0.18,0.10,0.10,0.08"
precio kwh energía xxi,140,31,0.50,0.36,91,Transactional,"Featured snippet, Reviews, Site links, People also ask, Image pack","0.29,0.22,0.22,0.29,0.29,0.66,0.43,0.43,0.29,0.18,0.14,0.29"
precio kwh energía xxi hoy,140,25,0.48,0.15,76,Transactional,"Reviews, Site links, People also ask, Image pack","1.00,0.28,0.28,0.28,0.21,0.28,0.43,1.00,0.53,0.34,0.34,0.43"
prime energize,140,27,0.18,0.26,3290000,"Informational, Transactional","Reviews, FAQ, Video, Image, Image pack, Knowledge panel","0.15,0.19,0.02,0.02,0.23,0.02,1.00,0.02,0.19,0.15,0.02,0.02"
principio de la conservación de la energía,140,32,0.00,0.00,11500000,"Informational, Transactional","Reviews, Site links, People also ask, Video carousel, Knowledge panel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.36,1.00,0.81,0.09"
proveedor de equipos de energía solar,140,47,1.17,0.12,5860000,Commercial,"Local pack, Reviews, People also ask","0.42,0.53,0.53,0.53,0.34,0.65,0.53,0.80,0.80,1.00,0.80,1.00"
próxima energía batería virtual,140,17,0.64,0.17,63,"Informational, Transactional","Reviews, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.54,0.81,0.81"
que es la energía para niños,140,31,0.00,0.00,245000000,Informational,"Featured snippet, Site links, Video, People also ask, Video carousel","0.00,0.29,0.66,0.00,0.35,0.81,0.00,0.29,0.35,0.81,0.35,0.00"
qué es la energía eólica,140,42,0.13,0.07,10400000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Knowledge panel","0.07,0.12,0.17,0.35,0.28,0.28,0.35,0.53,0.35,0.82,0.43,0.05"
si energía,140,45,0.00,0.00,785000000,Informational,"Featured snippet, Site links, Video, People also ask, Image pack","0.19,1.00,1.00,0.65,0.26,0.42,0.53,0.42,0.42,0.65,0.53,0.15"
som energía ocu,140,29,0.59,0.40,97500,"Navigational, Transactional","Reviews, Video, People also ask, Image pack","0.80,1.00,0.80,0.53,0.53,0.80,0.53,0.53,0.26,0.19,0.19,0.19"
swap energía,140,25,1.20,0.04,1010000,Navigational,"Reviews, Site links, Knowledge panel","0.33,0.52,0.66,0.80,0.66,1.00,0.80,1.00,0.66,1.00,0.80,0.66"
teléfono de edp energía,140,37,2.13,0.57,89,Commercial,"Local pack, Reviews, Site links, FAQ, People also ask, Image pack","0.32,1.00,0.02,0.32,0.02,0.02,0.04,0.02,0.02,0.02,0.02,0.02"
teléfono de endesa energía,140,47,1.91,0.52,79,Transactional,"Local pack, Reviews, FAQ, People also ask, Image pack, Instant answer, Knowledge panel","0.82,0.82,1.00,1.00,0.52,1.00,0.52,0.64,0.64,0.64,0.82,0.64"
