Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
cuándo sale el cheque ahorro de carrefour,140,14,0.36,0.04,89,Informational,"Reviews, Video, People also ask, Image pack","0.15,0.43,0.21,1.00,0.15,0.43,0.15,0.43,0.28,0.43,0.34,0.65"
deposito de ahorro,140,44,0.47,0.34,6060000,Commercial,"Reviews, Site links, People also ask, Image pack, Video carousel","0.21,0.28,0.28,0.43,0.43,0.43,0.43,0.65,0.43,1.00,0.43,0.43"
dibujo ahorrar agua,140,25,0.00,0.00,96,"Informational, Commercial","Reviews, Site links, People also ask","0.09,0.14,0.66,1.00,0.52,0.80,0.80,1.00,0.52,0.66,0.52,0.23"
dibujo como ahorrar el agua,140,19,0.00,0.00,2610000,Informational,"Reviews, Video, Image, People also ask, Image pack, Video carousel","0.07,0.11,0.65,1.00,0.53,0.80,0.80,1.00,0.53,0.65,0.53,0.19"
dibujos del ahorro del agua,140,21,0.00,0.00,86,"Informational, Commercial","Reviews, Site links, Video, Image, Image pack","0.07,0.11,0.65,1.00,0.53,0.80,0.80,1.00,0.42,0.65,0.42,0.19"
diferencia entre banco y caja de ahorros,140,24,0.00,0.01,5820000,Informational,"Reviews, Video, People also ask, Image pack","0.34,1.00,1.00,1.00,0.42,0.42,0.53,0.53,0.34,0.65,0.42,0.42"
diuretico ahorrador de potasio,140,31,0.00,0.47,7310,Informational,"Site links, Video, Image, People also ask, Image pack","0.52,0.64,0.82,1.00,0.82,1.00,0.64,0.82,1.00,0.64,0.82,0.64"
diuréticos ahorradores de potasio,140,33,0.00,0.47,95800,Informational,"Site links, Video, People also ask, Image pack, Knowledge panel","0.64,0.64,0.82,1.00,0.82,1.00,0.64,0.82,0.82,1.00,0.82,0.52"
el ahorra,140,49,0.00,0.00,366000000,Commercial,"Local pack, Reviews, Video, People also ask, Image pack","0.21,0.21,0.28,0.34,0.43,0.53,0.53,0.65,0.53,1.00,0.81,0.65"
el ahorro,140,49,0.00,0.00,269000000,Commercial,"Local pack, Reviews, Image, People also ask, Image pack, Video carousel","0.26,0.26,0.34,0.42,0.53,0.53,0.53,0.80,0.53,1.00,1.00,0.80"
fechas cheque ahorro carrefour 2022,140,23,0.45,0.01,86,Informational,"Reviews, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.14,0.39,0.59,0.48,1.00"
flogoprofen precio farmacia del ahorro,140,12,0.00,0.20,61,Transactional,"Site links, Image, People also ask, Image pack","0.35,1.00,0.54,0.02,0.02,0.04,0.81,0.10,0.14,0.08,0.04,0.04"
formas de ahorrar energia,140,29,0.31,0.24,459000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, Image pack","0.05,0.05,0.17,0.28,0.17,0.28,0.28,0.66,0.35,1.00,0.53,0.10"
hacienda embargo ahorros,140,30,0.00,0.04,2090000,Informational,"People also ask, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.01,0.01"
hipotecas sin ahorros,140,16,0.00,0.00,721000,Informational,"Reviews, Site links, FAQ, People also ask, Video carousel","1.00,0.66,0.80,0.52,0.52"
hondrostrong precio farmacia del ahorro,140,11,0.13,0.69,56,Transactional,"Site links, Image, People also ask, Image pack","0.17,0.17,0.12,0.07,0.07,0.23,0.82,1.00,0.53,0.43,0.43,0.28"
horario ahorro luz,140,37,0.35,0.09,5860000,Commercial,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.24,0.20,0.16,0.16,0.08,0.05,0.05,0.08,0.05,0.02,0.02,0.03"
horarios para ahorrar en la factura de la luz,140,40,0.40,0.17,448000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack","1.00,0.01,0.15,0.44,0.07,0.05,0.01,0.15,0.00,0.00,0.00,0.02"
hormiguitas ahorradoras,140,26,0.00,0.06,27,Informational,"Reviews, Video, Image pack","0.00,0.53,0.53,0.53,0.26,0.53,0.53,0.80,1.00,0.65,0.65,0.53"
iberdrola cheque ahorro carrefour,140,27,2.39,0.09,71,Transactional,"Reviews, Video, People also ask, Image pack","0.09,0.09,0.09,0.44,1.00,0.09,0.19,0.09,0.06,0.09,0.04,0.05"
imagen del ahorro de energia,140,25,0.00,0.00,16400000,"Informational, Commercial","Video, Image, Image pack","0.09,0.09,0.09,0.09,0.02,0.12,0.02,1.00,0.02,0.54,0.02,0.02"
instituto para la diversificación y ahorro dela energía,140,44,0.79,0.06,1250000,Navigational,"Site links, FAQ, People also ask, Image pack, Knowledge panel","0.42,0.80,0.80,1.00,0.66,0.80,0.80,1.00,0.80,0.66,0.80,0.66"
ir en punto muerto ahorra gasolina,140,18,0.02,0.05,1280000,Informational,"Video, People also ask","0.11,0.11,0.11,0.11,0.11,0.54,0.28,0.11,0.06,0.03,0.06,0.05"
justificar dinero ahorrado,140,22,0.62,0.03,130000,Informational,"Reviews, Video, People also ask, Image pack","0.01,0.01,0.03,0.03,0.03,0.36,0.20,0.16,0.16,0.10,0.13,0.08"
kakebo el arte japonés de ahorrar dinero,140,24,0.00,0.39,4140,Informational,"Reviews, People also ask, Image pack, Video carousel, Knowledge panel","0.01,0.01,0.01,0.06,0.01,1.00,0.06,0.01,0.01,0.01,0.01,0.01"
lasea precio farmacia del ahorro,140,20,0.13,0.42,52,Transactional,"Reviews, Image, People also ask, Image pack","0.03,0.81,0.44,0.28,0.06,0.18,0.18,0.23,0.15,0.18,0.15,0.23"
maneras de ahorrar,140,38,0.27,0.08,8990000,Informational,"Reviews, Site links, Video, People also ask, Video carousel","0.66,0.66,0.66,0.66,0.42,1.00,0.66,0.80,0.52,0.66,0.52,0.52"
mas ahorro supermercado,140,31,0.39,0.03,2870000,"Navigational, Commercial","Local pack, Reviews, Site links, Image, Top stories, Image pack","0.19,1.00,0.53,0.53,0.53,0.53,0.34,0.53,0.42,0.65,0.65,0.65"
mejor cuenta ahorro sin nómina 2020,140,28,0.62,0.71,67,Commercial,"Reviews, Site links, FAQ, People also ask, Image pack","0.43,0.53,0.53,0.53,0.35,0.28,0.35,0.17,0.07,0.05,0.05,0.05"
mejor plan de ahorro la caixa,140,33,0.43,0.20,92,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.09,0.09,0.09,0.54,0.09,1.00,0.09,0.09,0.06,0.12,0.09,0.06"
mejores cuentas de ahorro sin nomina,140,30,0.93,0.34,97,Transactional,"Reviews, FAQ, Video, People also ask, Image pack","0.54,0.29,0.66,0.43,1.00,0.02,0.14,0.10,0.08,0.10,0.29,0.22"
metodos para ahorrar,140,29,0.27,0.24,484000,Informational,"Reviews, Site links, People also ask, Video carousel","0.53,0.53,0.53,0.34,0.42,1.00,0.53,0.53,0.42,0.53,0.53,0.53"
modo ahorro,140,36,0.00,0.01,33400000,Informational,"Video, People also ask, Image pack, Video carousel","0.82,0.82,0.82,0.64,0.82,0.82,0.82,0.82,0.82,0.82,0.82,1.00"
muebles ahorro,140,36,0.24,0.85,15700000,Navigational,"Local pack, Reviews, Site links, Video, Image","0.42,0.42,0.42,0.42,0.42,0.65,0.65,0.80,0.53,0.65,1.00,0.65"
muebles mas ahorro,140,25,0.24,0.85,91,Commercial,"Local pack, Reviews, Site links, Video, Image, Image pack","0.66,0.66,0.66,0.66,0.52,0.80,0.80,1.00,0.80,0.66,1.00,0.42"
mundo ahorro,140,29,0.72,0.01,71700000,Navigational,"Reviews, Site links, Video, Image, Image pack, Knowledge panel","0.64,0.64,0.82,0.82,1.00,0.82,0.64,0.64,0.82,0.64,1.00,0.64"
más ahorro córdoba fotos,140,,0.00,0.00,,,,1.00
nationale nederlanden cuenta ahorro,140,25,0.46,0.19,99,"Informational, Transactional","Reviews, FAQ, Video, People also ask, Video carousel","0.10,0.01,0.01,0.01,0.03,0.81,0.03,0.04,0.03,0.04,0.03,0.03"
pack ahorro,140,11,0.25,0.71,12400000,Informational,"Image, Image pack","1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.78,0.78,0.78"
para ahorrar combustible lo más efectivo es,140,31,0.73,0.01,546000,Informational,"Featured snippet, Reviews, Video","0.80,1.00,0.80,0.66,0.42,0.66,0.80,0.80,0.52,0.52,0.66,1.00"
perchas que ahorran espacio,140,16,0.17,1.00,78,Informational,"Reviews, FAQ","0.80,1.00,1.00,0.66,0.42,0.66,0.42,0.42,0.42,0.66,0.33,0.00"
plan ahorra,140,28,1.41,0.19,17000000,Navigational,"Reviews, Site links, Video, Image pack","0.05,0.05,0.05,0.05,0.05,0.09,0.09,0.09,0.23,0.66,0.81,1.00"
plan ahorra linea directa,140,15,22.36,0.22,119000,"Informational, Transactional","Reviews, Video, Image pack","0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.29,0.44,0.66,0.81,1.00"
plan de ahorro bbva,140,31,0.79,0.04,73,"Navigational, Transactional","Reviews, Video, People also ask, Image pack","0.52,0.66,0.66,0.66,0.66,1.00,0.52,0.52,0.66,0.80,0.66,0.66"
plan de ahorro la caixa,140,37,0.47,0.09,97,"Informational, Transactional","Reviews, Site links, Video, People also ask, Image pack","0.64,0.82,0.82,0.82,0.82,1.00,0.82,0.82,0.64,0.82,0.52,0.52"
planeta del ahorro mapfre,140,19,0.61,0.02,72,"Navigational, Transactional","Site links, Video, People also ask, Image pack","0.52,0.66,0.52,0.52,0.52,0.66,0.42,0.42,1.00,0.80,0.80,1.00"
productos de ahorro,140,23,0.59,0.24,90000000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.33,0.66,0.66,0.52,0.52,0.80,0.80,0.80,0.66,0.80,0.80,0.52"
que dia sale el cheque ahorro carrefour,140,24,0.60,0.08,80,Informational,"Reviews, Video, People also ask","0.02,1.00,0.19,0.54,0.05,0.36,0.02,0.02,0.02,0.04,0.04,0.19"
que es la base imponible del ahorro,140,20,0.00,0.00,859000,Informational,"Featured snippet, FAQ, Video, People also ask","0.01,0.04,0.08,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.02,0.00"
que es una caja de ahorro,140,25,0.00,0.00,51100000,Informational,"Reviews, Video carousel, Knowledge panel","0.15,0.53,1.00,0.80,0.42,0.42,0.42,0.42,0.34,0.65,0.42,0.15"
quitar ahorro energia apple watch,140,24,0.00,0.00,18,Informational,"Image, People also ask, Image pack, Video carousel","0.01,0.06,0.06,0.01,0.01,1.00,0.01,0.01,0.01,0.01,0.01,0.01"
recomendaciones para ahorrar agua,140,40,0.00,0.04,7400000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Image pack, Video carousel","0.01,0.01,1.00,0.81,0.05,0.06,0.04,0.05,0.02,0.02,0.02,0.02"
regla del ahorro,140,34,0.19,0.02,9000000,Commercial,"FAQ, People also ask, Image pack, Video carousel","0.02,0.05,0.02,0.02,0.19,0.36,1.00,0.02,0.09,0.09,0.19,0.19"
rendimientos explicitos de capital mobiliario. base imponible del ahorro,140,22,0.00,0.00,267,Informational,"Featured snippet, People also ask, Image pack","0.00,1.00,0.52,1.00,0.09"
renta del ahorro,140,18,0.00,0.01,17300000,Informational,"Reviews, Video, People also ask, Image pack","0.23,0.42,0.66,1.00,0.66,0.66,1.00,1.00,0.52,0.66,0.66,0.23"
repsol tarifa ahorro plus,140,25,1.29,0.37,67,Transactional,"Reviews, Site links, Video, People also ask, Image pack","0.00,0.00,0.00,0.00,0.19,1.00,0.29,0.29,0.09,0.12,0.36,0.12"
seguro ahorro santander,140,30,0.57,0.15,2270000,"Informational, Transactional","Reviews, Site links, Video, People also ask","0.05,0.05,0.13,0.03,0.03,0.05,0.20,0.03,0.01,0.05,0.07,0.02"
seguro de ahorro mapfre,140,27,0.59,0.32,367000,"Navigational, Transactional","Reviews, Site links, Video, Image pack","0.01,0.02,0.01,1.00,0.01,0.32,0.01,0.14,0.02,0.11,0.14,0.04"
sinonimo de ahorro,140,22,0.00,0.00,183000,Informational,People also ask,"0.33,0.52,0.80,0.80,0.52,0.80,0.80,1.00,0.66,0.66,0.42,0.23"
sinónimo de ahorrar,140,16,0.00,0.00,1480000,Informational,"Reviews, Video, People also ask, Image pack","0.19,0.42,0.80,0.65,0.53,0.80,0.80,1.00,0.65,0.65,0.34,0.19"
super ahorro,140,23,0.00,0.01,18200000,Commercial,"Local pack, Reviews, Site links, Image, Image pack, Video carousel","0.43,0.35,0.43,0.43,0.28,0.28,0.17,0.35,0.10,0.17,0.28,0.28"
supermercado mas ahorro,140,27,0.26,0.02,3210000,"Navigational, Commercial","Local pack, Reviews, Site links, Image","0.14,0.80,0.80,0.33,0.33,0.33,0.52,0.80,1.00,0.80,0.80,0.80"
suscribete y ahorra amazon,140,26,0.80,0.15,40900,"Navigational, Transactional","Reviews, Video, Image, People also ask, Image pack","0.53,0.34,0.53,0.53,0.53,0.65,0.53,0.34,0.42,0.42,0.42,0.42"
tarifa ahorro endesa,140,53,1.72,0.43,345000,"Navigational, Transactional","Reviews, FAQ, Video, People also ask, Adwords bottom","0.25,0.20,0.02,0.07,0.02,0.20,0.02,0.02,0.02,0.02,0.02,0.01"
tips para ahorrar agua,140,35,0.00,0.07,3360000,Informational,"Reviews, FAQ, People also ask, Image pack, Video carousel","0.23,1.00,0.23,0.23,0.12,0.12,0.12,0.12,0.05,0.06,0.04,0.02"
tips para ahorrar dinero,140,36,0.24,0.13,4540000,Informational,"People also ask, Image pack, Video carousel","0.66,0.66,0.52,0.66,0.52,1.00,0.66,0.66,0.66,0.66,0.52,0.52"
trucos ahorrar gasolina,140,35,0.05,0.68,554000,Informational,"Reviews, Site links, Video, People also ask, Image pack, Video carousel","0.17,0.17,1.00,0.28,0.66,1.00,0.28,0.17,0.05,0.05,0.12,0.05"
trucos para ahorrar dinero,140,32,0.26,0.23,3250000,Informational,"People also ask, Image pack, Video carousel","0.21,0.28,0.28,0.34,0.34,1.00,0.53,0.81,0.28,0.34,0.34,0.34"
trucos para ahorrar dinero día a día,140,27,0.33,0.30,2200000,Informational,"People also ask, Image pack, Video carousel","1.00,0.43,0.35,0.43,0.12,0.53,0.28,0.12,0.12,0.35,0.35,0.23"
trucos para ahorrar luz,140,42,0.64,0.48,1530000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.34,0.43,0.34,0.43,0.28,0.34,0.34,1.00,0.28,0.21,0.15,0.15"
tu tienda ahorro,140,17,0.17,0.39,30000000,Commercial,"Local pack, FAQ, Video, Image, Image pack","0.26,0.42,0.26,0.80,0.42,0.65,0.65,0.65,0.34,0.65,0.80,1.00"
una técnica para ahorrar combustible es,140,36,0.75,0.01,1180000,Informational,"Featured snippet, Video, People also ask","0.65,0.42,0.53,0.53,1.00"
ver saldo cheque ahorro carrefour,140,19,0.34,0.13,70,"Informational, Transactional","Reviews, People also ask, Image pack, Video carousel","0.11,0.53,0.42,1.00,0.65,0.80,0.34,0.42,0.65,0.65,0.65,0.65"
5 formas de ahorrar energía,110,35,0.21,0.26,5510000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.21,0.43,1.00,0.65,0.43,0.21,0.21,0.21,0.21,0.43,0.15,0.06"
a cuanto poner la calefaccion para ahorrar,110,42,0.00,0.00,676000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.00,0.03,0.01,1.00,0.01,0.03,0.03,0.01,0.01,0.01,0.00,0.00"
a que hora puedo poner la lavadora para ahorrar luz,110,23,0.24,0.16,621000,Informational,"Featured snippet, Reviews, FAQ, People also ask, Video carousel","1.00,0.80,0.80,0.80,0.34,0.19,0.15,0.53,0.19,0.19,0.07,0.07"
a que temperatura poner la calefacción para ahorrar,110,40,0.00,0.05,310000,Informational,"Featured snippet, Reviews, People also ask, Video carousel","0.00,0.00,0.00,0.44,1.00,0.54,0.03,0.11,0.05,0.03,0.03,0.03"
abrir cuenta ahorro ing,110,31,1.63,0.43,990000,"Informational, Transactional","Reviews, FAQ, Video, People also ask, Image pack","0.12,0.12,0.28,0.12,1.00,0.28,0.12,0.12,0.17,0.17,0.12,0.12"
abrir cuenta de ahorros,110,54,1.87,0.73,6070000,Informational,"Featured snippet, Reviews, Site links, FAQ, Video, People also ask","1.00,1.00,1.00,1.00,0.78,1.00,1.00,1.00,0.78,0.78,0.78,0.78"
ahorra energía eléctrica,110,46,0.65,0.35,3840000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Video carousel","0.42,0.42,0.42,0.65,0.26,0.34,0.26,0.53,0.34,0.53,0.53,0.26"
ahorra luz servicios online sl,110,14,0.92,0.52,1540000,Informational,Reviews,"0.12,0.28,1.00,0.43,1.00,0.12,0.12,0.12,0.05,0.05,0.05,0.05"
ahorra mas a domicilio,110,25,1.26,0.35,2530000,Navigational,"Reviews, Site links, People also ask, Image pack","0.12,0.12,0.81,0.34,1.00,0.81,0.43,0.12,0.12,0.09,0.06,0.06"
ahorra mas las tablas,110,25,0.00,0.00,519000,Navigational,"Local pack, Reviews, Site links, Video, Image","0.82,0.82,0.82,0.82,0.82,0.64,0.64,0.64,0.29,0.52,0.64,0.41"
ahorra mobel,110,24,0.00,0.48,49,Navigational,"Local pack, Site links, Video, Image, Image pack","0.20,0.20,0.01,0.30,0.05,0.03,0.03,0.01,0.01,0.01,0.01,0.01"
ahorrar 10 euros a la semana,110,26,0.00,0.04,2040000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.00,0.05,0.05,0.05,0.05,1.00,0.05,0.05,0.03,0.07,0.04,0.07"
ahorrar bateria,110,38,0.15,0.07,1590000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.78,0.78,1.00,0.78,0.78,0.78,0.64,0.64,0.78,0.78,0.78,0.78"
ahorrar bateria xiaomi,110,25,0.00,0.00,81,Informational,"Site links, Video, Image, People also ask, Image pack, Video carousel","0.44,0.11,0.11,0.23,0.11,0.11,0.44,0.11,0.06,0.06,0.06,0.06"
ahorrar datos moviles,110,32,0.34,0.09,557000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.22,0.10,0.10,0.10,0.66,1.00,0.10,0.10,0.08,0.04,0.06,0.08"
ahorrar dinero en casa,110,33,0.36,0.50,19200000,Informational,"People also ask, Video carousel","1.00,1.00,0.78,0.78,0.64,1.00,0.78,1.00,0.64,0.78,0.78,0.78"
ahorrar en calefaccion gas natural,110,18,0.00,0.14,511000,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.01,0.01,0.01,1.00,0.01,0.03,0.01,0.01,0.01,0.01,0.01,0.01"
ahorrar energia en casa,110,44,0.38,0.62,1850000,Informational,"Featured snippet, Reviews, Video, Image pack, Video carousel","0.19,0.26,0.42,0.53,0.34,0.53,0.42,1.00,0.34,0.53,0.26,0.34"
ahorrar gas calefaccion,110,21,1.35,0.75,1760000,Informational,"Reviews, Site links, Image, People also ask, Video carousel","0.05,0.09,0.05,1.00,0.05,0.09,0.05,0.05,0.01,0.02,0.00,0.02"
ahorrar para comprar una casa,110,23,0.67,0.37,23900000,Transactional,"Reviews, People also ask, Video carousel","1.00,0.82,0.64,0.64,0.64,1.00,0.82,0.82,0.41,0.82,0.52,0.52"
ahorrar significado,110,46,0.00,0.01,11700000,Informational,"Video, People also ask","0.41,0.64,0.64,0.64,0.64,0.82,0.82,1.00,0.64,1.00,0.64,0.41"
ahorro 52 semanas,110,24,0.00,0.57,4810000,"Informational, Commercial","Reviews, Video, Image, People also ask, Image pack, Video carousel","0.17,0.17,0.12,0.17,0.28,1.00,0.43,0.28,0.17,0.17,0.17,0.28"
ahorro a plazo la caixa,110,42,0.22,0.19,92,Informational,"Reviews, Site links, Video, People also ask, Image pack","0.10,0.10,1.00,0.22,0.10,0.81,0.10,0.10,0.10,0.04,0.04,0.04"
ahorro coche hibrido,110,26,0.42,0.34,279000,Informational,"Reviews, FAQ, People also ask, Image pack, Video carousel","0.12,0.12,0.53,0.12,0.12,0.35,0.53,0.12,0.05,0.05,0.07,0.07"
ahorro de agua imagenes,110,21,0.00,0.00,23600000,"Informational, Commercial","Video, Image, Image pack","0.09,0.14,0.42,1.00,0.42,0.80,0.80,1.00,0.42,0.80,0.33,0.23"
ahorro de bateria iphone,110,41,0.02,0.02,481000,Informational,"Reviews, People also ask, Image pack, Video carousel","1.00,1.00,1.00,0.78,1.00,1.00,0.78,0.78,0.78,0.78,0.64,0.50"
ahorro de energia electrica,110,35,0.47,0.71,1600000,Informational,"Reviews, Site links, FAQ, People also ask, Image pack, Video carousel","0.82,0.82,0.82,0.64,0.64,0.64,0.64,0.64,0.41,0.52,0.64,0.41"
ahorro de energias,110,41,0.46,0.52,56100000,Informational,"Reviews, Site links, People also ask, Image pack, Video carousel","0.52,0.52,0.80,0.52,0.52,0.52,0.52,1.00,0.42,0.42,0.42,0.33"
ahorro de luz en casa,110,39,1.25,0.88,24300000,Informational,"Reviews, Site links, People also ask, Video carousel","0.21,0.26,0.07,0.26,0.07,0.07,0.07,0.07,0.02,0.02,0.02,0.02"
ahorro de luz horarios,110,44,0.46,0.35,3020000,Informational,"Featured snippet, Reviews, Site links, FAQ, People also ask, Image pack","0.35,0.04,0.54,1.00,0.14,0.18,0.04,0.04,0.06,0.04,0.04,0.04"
ahorro definicion,110,45,0.00,0.00,20800000,Informational,"Reviews, Video, People also ask","0.28,0.35,0.64,0.78,0.78,1.00,1.00,1.00,0.64,1.00,0.78,0.28"
ahorro e inversion,110,32,0.82,0.33,7390000,Informational,"Reviews, People also ask, Image pack, Video carousel","0.81,1.00,1.00,1.00,1.00,1.00,0.81,1.00,0.81,1.00,0.63,0.63"
ahorro en españa,110,32,0.54,0.06,66200000,Informational,"Reviews, Video, People also ask, Twitter","1.00,0.64,1.00,1.00,0.78,1.00,0.78,0.78,0.64,1.00,1.00,0.78"
ahorro en la factura de la luz,110,54,0.93,0.56,4550000,Informational,"Featured snippet, Reviews, Site links, People also ask, Image pack, Video carousel","0.34,0.34,0.34,0.34,0.28,0.34,0.34,0.65,0.21,0.15,0.12,0.06"
ahorro españoles,110,29,0.00,0.02,7410000,Informational,"Reviews, Video, People also ask, Image pack","0.82,0.41,0.64,0.64,1.00,1.00,0.82,0.64,0.64,0.64,0.82,0.82"
ahorro familias españolas,110,33,0.00,0.01,769000,Informational,"Reviews, Video","1.00,0.15,0.05,0.05,0.05,0.05,0.05,0.05,0.09,0.06,0.19,0.19"
ahorro medio españoles 2021,110,42,0.00,0.01,1190000,Informational,"Featured snippet, Reviews, People also ask, Image pack","0.00,0.03,0.65,1.00,1.00,0.65,0.07,0.53,0.80,0.07,0.34,0.15"
ahorro repsol,110,21,0.96,0.35,2420000,Transactional,"Reviews, FAQ, Video, Image, People also ask, Image pack","0.14,0.14,0.14,0.29,0.14,0.14,1.00,0.14,0.14,0.14,0.29,0.29"
ahorro total canapes,110,19,0.37,1.00,86,Transactional,"Reviews, Video, Image, People also ask, Image pack","0.82,0.64,0.64,0.64,0.52,0.64,0.52,0.52,0.52,0.52,0.41,0.64"
ahorro total colchones,110,25,0.43,1.00,92,Transactional,"Local pack, Reviews, Image, Image pack, Video carousel","1.00,0.82,0.82,0.82,0.52,1.00,0.52,0.82,0.64,0.64,0.64,0.82"
ahorro total coslada,110,22,0.29,0.87,66,"Informational, Transactional","Reviews, FAQ, Image, Image pack, Video carousel, Knowledge panel","0.52,0.52,0.80,1.00,0.42,0.66,0.52,0.52,0.52,0.42,0.52,0.42"
ahorro total muebles de salon,110,25,0.25,1.00,92,Transactional,"Local pack, Reviews, Site links, Video, Image, Image pack, Video carousel","0.82,1.00,0.82,1.00,0.64,0.82,0.41,0.64,0.64,0.29,0.41,0.41"
ahorro total piso completo,110,26,0.27,1.00,68,Navigational,"Reviews, Site links, Image, Image pack","0.82,0.52,0.64,0.64,0.52,0.82,0.64,1.00,0.52,0.82,0.52,0.52"
ahorro total san sebastián de los reyes,110,25,0.37,0.13,80,"Informational, Transactional","Reviews, FAQ, Video, Image, Image pack, Knowledge panel","0.64,0.82,1.00,0.41,0.41,0.41,0.29,0.41,0.82,1.00,0.41,0.29"
ahorro total ventas,110,24,0.35,0.90,15300000,"Navigational, Transactional","Reviews, Site links, Video, Image, Knowledge panel","0.52,0.64,1.00,0.82,0.52,0.82,0.52,0.64,0.41,0.52,0.41,0.52"
aisla y ahorra,110,22,0.41,0.25,62100,"Navigational, Transactional","Reviews, Site links, FAQ, Video, Image pack, Video carousel, Knowledge panel","0.52,0.52,0.82,0.82,0.52,0.82,0.82,0.82,1.00,0.82,0.64,0.64"
apagar el termo eléctrico ahorrar,110,18,0.00,0.02,28400,Informational,"Reviews, Site links, People also ask, Video carousel","0.23,0.66,0.52,1.00,0.42,0.42,0.33,1.00,0.66,0.23,0.23,0.33"
aparato para ahorrar luz,110,36,0.26,0.99,2050000,Informational,"Reviews, Site links, FAQ, Image, People also ask, Image pack, Video carousel","0.53,1.00,0.53,0.53,0.19,0.42,0.42,1.00,0.26,0.19,0.26,0.11"
aplicaciones para ahorrar luz,110,35,0.52,0.39,4960000,Informational,"Reviews, People also ask, Video carousel","0.81,0.54,0.22,0.10,0.43,0.10,0.22,0.10,0.08,0.04,0.04,0.04"
app ahorro,110,32,0.87,0.23,46200000,Informational,"Reviews, Video, People also ask","0.64,0.78,0.78,0.78,0.64,1.00,0.50,1.00,0.78,0.64,0.50,0.78"
asociación la nacional de ahorros y préstamos,110,35,0.00,0.02,1440000,Navigational,"Reviews, Site links, Video, Image, People also ask","0.01,0.01,0.01,0.02,0.02,0.01,0.29,0.19,1.00,0.05,0.06,0.12"
base ahorro irpf 2021,110,17,0.00,0.00,159000,Informational,"Reviews, Site links, FAQ, Video, People also ask, Image pack","0.00,0.05,0.05,1.00,0.10,0.05,0.10,0.05,0.03,0.05,0.05,0.02"
bbva ahorro empresas,110,19,0.00,0.00,60,Informational,"Reviews, Site links, People also ask, Image pack","0.02,0.02,0.18,0.02,0.04,0.10,1.00,0.29,0.29,0.54,0.43,0.43"
bp ahorro de locos,110,28,0.00,0.00,76,"Informational, Transactional","Local pack, Reviews, Video, People also ask, Image pack, Video carousel","0.00,0.00,0.00,0.00,0.00,0.00,0.29,1.00,0.36,0.02,0.02,0.02"
caja de ahorros de granada,110,29,0.82,0.01,676000,Commercial,"Local pack, Site links, Image, People also ask, Image pack, Knowledge panel","0.50,0.78,0.78,0.64,0.78,0.64,0.64,0.78,0.64,0.78,1.00,0.78"
caja de ahorros de valencia castellon y alicante,110,22,0.00,0.00,98,"Informational, Transactional","Site links, People also ask, Image pack, Knowledge panel","0.64,0.78,0.78,1.00,0.78,0.78,1.00,1.00,0.64,0.78,0.50,0.50"
calculadora ahorro,110,25,0.37,0.03,9170000,Informational,"Video, People also ask, Image pack","0.78,0.78,0.78,0.78,0.78,1.00,0.78,0.78,0.64,0.78,0.78,0.78"
calculo ahorro placas solares,110,25,2.11,1.00,9310000,Informational,"Reviews, FAQ, People also ask, Image pack, Video carousel","0.01,0.01,1.00,0.19,0.01,0.15,0.15,0.19,0.19,0.00,0.04,0.00"
carnicería el ahorro,110,23,0.00,0.01,4060000,Navigational,"Site links, Video, Image, Image pack, Knowledge panel","0.41,0.41,0.52,0.41,1.00,0.64,0.41,0.82,0.82,0.82,1.00,1.00"
carrefour ahorrate el iva,110,30,1.35,0.12,65,"Informational, Transactional","Reviews, Video, People also ask, Image pack","0.07,0.02,0.53,0.35,0.35,1.00,0.05,0.10,0.10,0.66,0.00,0.07"
casa ahorro,110,31,0.54,0.21,74200000,Commercial,"Local pack, Reviews, Site links, Image, Video carousel","0.64,0.52,0.64,0.64,0.41,0.82,0.52,1.00,0.82,0.64,0.64,0.64"
centro de ahorro al consumidor opiniones,110,29,0.00,0.02,7160000,Navigational,"Reviews, Knowledge panel","0.02,0.02,0.06,0.08,0.02,1.00,0.29,0.35,0.14,0.22,0.29,0.10"
