Keyword,Volume,Keyword Difficulty,CPC (USD),Competitive Density,Number of Results,Intent,SERP Features,Trend
como hacer un consumo responsable del agua,20,,0.00,0.00,,,,"0.00,0.00,0.28,0.57,0.28,1.00,0.28,0.28,0.28,0.28,0.28,0.00"
como realizar un consumo responsable,20,,0.00,0.00,,,,"0.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.00,0.50,0.00"
como se favorece un consumo responsable de energia,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.00,0.28,0.57,0.00,0.28,0.28,0.28,0.28,0.28"
consecuencias de un consumo no responsable,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.11,0.11,0.11,0.11,0.00,0.00,0.00"
consum responsable amb la república,20,,0.00,0.00,,,,"0.14,0.00,1.00,0.00,0.00,0.00,0.00,0.14,0.00,0.00,0.14,0.00"
consum responsable d aliments,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.28,0.57,1.00,0.28,0.28,0.00,0.00,0.00,0.28"
consumismo y consumo responsable,20,,0.00,0.00,,,,"0.00,0.50,0.50,0.50,1.00,0.50,0.00,0.50,0.50,0.50,0.50,0.00"
consumo energetico responsable,20,,0.00,0.00,,,,"0.00,0.28,0.14,0.14,0.50,0.14,0.14,0.14,0.14,0.14,0.14,0.14"
consumo justo y responsable,20,,0.00,0.00,,,,"0.00,0.25,0.50,1.00,0.75,0.25,0.25,0.50,0.50,0.50,0.50,0.50"
consumo no responsable,20,,0.00,0.00,,,,"0.14,0.14,0.14,0.28,0.14,0.14,0.28,0.14,0.14,0.14,0.14,0.14"
consumo no responsable ejemplos,20,,0.00,0.00,,,,"0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00"
consumo racional y responsable,20,,0.00,0.00,,,,"0.14,0.71,0.28,1.00,0.14,0.14,0.14,0.28,0.28,0.28,0.28,0.00"
consumo responsable acciones,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.00"
consumo responsable actividades,20,,0.00,0.00,,,,"0.00,0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.22,0.22,0.00,0.22"
consumo responsable alcohol,20,,0.00,0.02,,,,"0.50,0.25,0.25,0.50,0.50,0.25,0.25,1.00,0.75,0.50,0.75,0.50"
consumo responsable alimentacion,20,,0.00,0.00,,,,"0.00,0.00,0.14,0.50,0.14,0.14,0.28,0.14,0.14,0.14,0.14,0.00"
consumo responsable alimentos,20,,0.00,0.00,,,,"0.71,0.14,0.28,1.00,0.28,0.14,0.14,0.28,0.28,0.28,0.28,0.28"
consumo responsable cerveza,20,,0.00,0.00,,,,"0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
consumo responsable comida,20,,0.00,0.00,,,,"0.14,0.14,0.14,0.14,1.00,0.28,0.14,0.28,0.28,0.28,0.28,0.00"
consumo responsable con el medio ambiente,20,,0.00,0.00,,,,"0.00,0.11,0.11,0.11,0.11,0.00,0.64,0.11,0.11,0.11,0.00,0.11"
consumo responsable conclusion,20,,0.00,0.00,,,,"0.00,0.18,0.00,1.00,0.00,0.00,0.00,0.18,0.18,0.18,0.00,0.00"
consumo responsable consejos,20,,0.00,0.00,,,,"0.00,0.11,0.00,0.11,0.52,0.11,0.11,0.11,0.11,0.11,0.11,0.11"
consumo responsable de agua,20,,0.00,0.01,,,,"0.21,0.07,0.07,0.07,0.14,0.00,0.00,1.00,0.14,0.14,0.14,0.14"
consumo responsable de alimentos,20,,0.00,0.00,,,,"0.25,0.25,1.00,0.75,0.25,0.25,0.25,0.50,0.50,0.50,0.50,0.50"
consumo responsable de bebidas alcoholicas,20,,0.00,0.00,,,,"0.00,1.00,0.00,0.14,0.28,0.00,0.00,0.14,0.14,0.14,0.00,0.00"
consumo responsable de drogas,20,,0.00,0.00,,,,"1.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
consumo responsable de electricidad,20,,0.00,0.00,,,,"0.00,1.00,0.22,0.22,0.22,0.22,0.00,0.22,0.00,0.22,0.22,0.22"
consumo responsable de la energía,20,,0.00,0.00,,,,"0.05,0.05,0.10,0.05,0.05,0.05,0.05,0.05,0.00,0.00,0.02,0.00"
consumo responsable de la luz,20,,0.00,0.00,,,,"0.00,1.00,0.00,0.18,0.00,0.18,0.36,0.18,0.18,0.18,0.18,0.18"
consumo responsable de la madera,20,,0.00,0.00,,,,"0.00,1.00,0.00,0.44,0.00,1.00,0.22,0.22,0.00,0.22,0.00,0.00"
consumo responsable de la tecnologia,20,,0.00,0.00,,,,"0.00,0.36,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.00"
consumo responsable de los recursos naturales,20,,0.00,0.00,,,,"0.00,0.00,0.14,0.28,0.14,1.00,0.14,0.28,0.28,0.28,0.00,0.28"
consumo responsable de recursos,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.00,0.00"
consumo responsable del plastico,20,,0.00,0.00,,,,"0.00,0.00,0.18,0.18,1.00,0.00,0.63,0.18,0.18,0.00,0.00,0.00"
consumo responsable ecologico,20,,0.00,0.00,,,,"0.28,0.50,0.14,0.14,0.64,0.00,0.28,0.14,0.00,0.00,0.00,0.00"
consumo responsable economia,20,,0.00,0.00,,,,"0.00,1.00,0.50,1.00,0.00,0.50,1.00,0.50,0.50,0.50,0.50,0.00"
consumo responsable empresas,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28"
consumo responsable en el colegio,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.63,0.36,0.63,0.00,0.18,0.18,0.00,0.00,0.00"
consumo responsable greenpeace,20,,0.00,0.00,,,,"0.18,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.00"
consumo responsable ideas,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.00,0.28,0.00"
consumo responsable imagenes,20,,0.00,0.00,,,,"0.25,0.00,1.00,0.50,0.00,0.00,0.25,0.50,0.50,0.50,0.50,0.50"
consumo responsable infografia,20,,0.00,0.00,,,,"0.57,0.00,0.28,1.00,0.00,0.28,0.28,0.28,0.28,0.28,0.28,0.00"
consumo responsable jovenes,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.28,1.00,0.00,0.28,0.28,0.00,0.28,0.00,0.28"
consumo responsable medio ambiente,20,,0.00,0.00,,,,"0.50,0.50,0.50,0.50,0.50,1.00,0.50,1.00,1.00,1.00,1.00,1.00"
consumo responsable moda,20,,0.00,0.00,,,,"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50"
consumo responsable navidad,20,,0.00,0.00,,,,"0.22,0.22,1.00,0.22,0.22,0.22,0.00,0.22,0.22,0.22,0.00,0.00"
consumo responsable nivel 7,20,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
consumo responsable noticias,20,,0.00,0.00,,,,"0.00,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00"
consumo responsable objetivos,20,,0.00,0.00,,,,"0.00,0.22,0.22,0.22,0.22,0.00,0.77,0.22,0.00,0.22,0.00,0.00"
consumo responsable ods,20,,0.00,0.00,,,,"0.11,0.11,0.11,0.11,1.00,0.11,0.11,0.22,0.22,0.22,0.22,0.22"
consumo responsable onu,20,,0.00,0.00,,,,"0.00,0.18,0.18,0.18,0.36,0.18,0.36,0.18,0.18,0.18,0.18,0.00"
consumo responsable png,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00"
consumo responsable resumen,20,,0.00,0.00,,,,"0.00,0.00,0.14,0.14,0.14,0.14,1.00,0.28,0.28,0.28,0.28,0.00"
consumo responsable y desarrollo sostenible,20,,0.00,0.00,,,,"0.00,0.14,0.14,0.28,0.14,1.00,0.14,0.28,0.28,0.28,0.28,0.28"
consumo responsable y medio ambiente,20,,0.00,0.00,,,,"0.00,0.42,0.14,1.00,0.00,0.14,0.14,0.28,0.00,0.28,0.28,0.00"
consumo responsable y respetuoso con el medio ambiente,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00"
consumo socialmente responsable,20,,0.00,0.00,,,,"0.00,0.11,0.22,0.11,0.22,0.11,0.11,0.22,0.22,0.22,0.22,0.22"
consumos responsables ejemplos,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.00,0.00"
cooperativas de consumo responsable,20,,0.00,0.00,,,,"1.00,0.00,0.50,0.50,0.00,0.00,0.50,0.50,0.50,0.00,0.50,0.50"
criterios de consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,1.00,0.00,0.00,0.50,0.00,0.50,0.50,0.50"
decalogo del consumo responsable,20,,0.00,0.00,,,,"0.00,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
decálogo de consumo responsable,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.57,1.00,0.28,0.28,0.28,0.00,0.00,0.00,0.00"
definicion de consumo responsable,20,,0.00,0.00,,,,"0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
desarrollo sostenible produccion y consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.18,0.18,1.00,0.00,0.18,0.18,0.18,0.18,0.18,0.00"
desarrollo sostenible y consumo responsable,20,,0.00,0.00,,,,"0.36,0.00,0.00,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.00"
desventajas del consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.00"
dia del consumo responsable,20,,0.00,0.00,,,,"0.07,0.07,0.07,0.07,0.07,0.07,0.21,1.00,0.14,0.14,0.14,0.14"
dia del consumo responsable de alcohol,20,,0.00,0.00,,,,"0.28,0.28,0.00,1.00,0.00,0.28,0.28,0.28,0.00,0.00,0.00,0.28"
dia mundial de consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.18,0.18,0.18,0.63,0.18,0.00,0.00,0.18,0.18"
dibujos de consumo responsable,20,,0.00,0.00,,,,"0.00,1.00,0.14,0.42,0.14,0.14,0.14,0.28,0.28,0.28,0.28,0.28"
diferencia entre consumo responsable y consumismo,20,,0.00,0.00,,,,"0.00,1.00,0.00,0.22,1.00,0.00,0.00,0.22,0.22,0.00,0.22,0.00"
diferencias entre consumo responsable y consumismo,20,,0.00,0.00,,,,"0.00,0.14,0.00,1.00,0.14,0.00,0.00,0.14,0.14,0.00,0.14,0.00"
disfruta de un consumo responsable,20,,0.00,0.03,,,,"0.60,0.80,0.20,0.20,1.00,0.40,0.20,0.40,0.40,0.40,0.40,0.40"
disfruta de un consumo responsable com,20,,0.00,0.00,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.50"
día internacional del consumo responsable,20,,0.00,0.00,,,,"0.00,0.71,0.14,0.14,0.14,1.00,0.14,0.28,0.28,0.28,0.28,0.28"
educación para el consumo responsable,20,,0.00,0.00,,,,"0.36,0.36,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18,0.18"
ejemplos de consumos responsables,20,,0.00,0.00,,,,"0.00,0.18,0.00,0.18,0.00,1.00,0.81,0.18,0.18,0.00,0.00,0.00"
el consumo responsable de la energia,20,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,0.00,0.11,0.11,0.22,0.22,0.22,0.22,0.00"
el consumo responsable del agua,20,,0.00,0.00,,,,"0.00,0.22,0.22,0.22,1.00,0.44,0.22,0.22,0.00,0.22,0.22,0.22"
espai consum responsable,20,,0.00,0.00,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
estrategias de consumo responsable,20,,0.00,0.00,,,,"0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.22,0.22,0.22,0.22,0.00"
fira consum responsable,20,,0.00,0.00,,,,"0.18,0.18,0.18,0.18,0.18,0.36,0.18,0.18,0.18,0.18,0.18,0.18"
fira del consum responsable,20,,0.00,0.00,,,,"0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28"
fomentar el consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.18,0.36,0.18,1.00,0.00,0.18,0.18,0.18,0.00,0.00"
frases sobre el consumo responsable del agua,20,,0.00,0.00,,,,"0.00,0.00,0.14,0.28,0.00,0.00,1.00,0.14,0.00,0.00,0.00,0.00"
how to be a responsible consumer,20,,0.00,0.00,,,,"0.22,0.22,0.22,0.22,0.22,0.22,1.00,0.22,0.00,0.22,0.00,0.00"
hábitos de consumo responsable,20,,0.00,0.00,,,,"0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.75,0.75,0.25,0.00"
ideas consumo responsable,20,,0.00,0.29,,,,"0.00,0.28,0.28,0.28,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.28"
infografia consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.28,0.28,1.00,0.28,0.71,0.28,0.28,0.28,0.28,0.28"
informacion del consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.00"
iniciativas de consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.57,0.28,0.28,0.00,0.28,0.28,0.28,0.28,0.28,0.00"
juegos de consumo responsable,20,,0.00,0.10,,,,"0.00,0.00,0.25,1.00,0.25,0.25,0.25,0.50,0.50,0.50,0.50,0.50"
la publicidad y el consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.22,0.22,0.22,1.00,0.22,0.22,0.22,0.00,0.00"
ley de consumo responsable,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00"
medidas que favorecen el consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.14,0.14,0.00,0.00,0.00"
medidas que favorecen el consumo responsable de energia,20,,0.00,0.00,,,,"0.00,0.00,0.63,0.00,0.00,1.00,0.00,0.18,0.00,0.18,0.00,0.00"
noticias consumo responsable,20,,0.00,0.00,,,,"0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50,0.50"
noticias de consumo responsable,20,,0.00,0.00,,,,"0.00,0.50,0.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.00"
noticias sobre consumo responsable,20,,0.00,0.00,,,,"0.00,0.14,0.14,0.14,1.00,0.14,0.14,0.14,0.00,0.14,0.00,0.00"
objetivo 12 produccion y consumo responsable,20,,0.00,0.00,,,,"0.14,0.14,0.14,0.71,0.14,0.14,1.00,0.28,0.28,0.28,0.28,0.28"
objetivo 12 producción y consumo responsable,20,,0.00,0.00,,,,"0.22,0.22,0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
objetivos del consumo responsable,20,,0.00,0.00,,,,"0.00,0.57,1.00,0.71,0.14,0.14,0.14,0.28,0.28,0.28,0.28,0.00"
ong consumo responsable,20,,0.00,0.14,,,,"0.50,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.00,0.50,0.50,0.50"
opcions consum responsable,20,,0.00,0.00,,,,"0.22,0.44,0.22,0.44,0.22,0.22,0.22,0.22,0.22,0.22,0.22,0.22"
opcions de consum responsable sccl,20,,0.00,0.00,,,,"0.14,1.00,0.14,0.42,0.14,0.14,0.14,0.28,0.28,0.28,0.28,0.28"
por que es importante el consumo responsable,20,,0.00,0.00,,,,"0.00,0.50,0.50,1.00,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.00"
por un consumo responsable,20,,0.00,0.04,,,,"0.71,0.14,0.14,1.00,0.14,0.28,0.00,0.28,0.28,0.28,0.28,0.28"
porque el consumo responsable contribuye al desarrollo sostenible,20,,0.00,0.00,,,,"0.00,1.00,0.00,0.00,0.14,0.00,0.14,0.14,0.14,0.00,0.14,0.00"
practicas de consumo responsable,20,,0.00,0.00,,,,"0.18,0.00,0.36,0.18,1.00,0.00,0.00,0.18,0.18,0.18,0.18,0.00"
preguntas de consumo responsable,20,,0.00,0.07,,,,"0.00,0.00,0.22,0.44,0.22,0.22,0.00,0.22,0.22,0.22,0.22,0.22"
preguntas sobre consumo responsable,20,,0.00,0.03,,,,"0.25,0.25,0.25,0.25,0.50,0.25,0.25,0.50,0.50,0.50,0.50,0.50"
preguntas sobre el consumo responsable,20,,0.00,0.00,,,,"0.00,0.28,0.28,1.00,0.57,0.28,0.28,0.28,0.28,0.28,0.28,0.00"
produccion de consumo responsable,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.28,0.57,0.57,0.28,0.28,0.28,0.28,0.28,0.00"
produccion y consumo responsable definicion,20,,0.00,0.00,,,,"0.00,0.00,0.18,0.18,1.00,0.18,0.63,0.18,0.18,0.00,0.18,0.00"
producción y consumo responsable ejemplos,20,,0.00,0.12,,,,"0.00,0.11,0.11,0.11,0.22,0.11,1.00,0.22,0.22,0.22,0.22,0.22"
producción y consumo responsables,20,,0.89,0.05,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.14,0.00,0.00"
producto de consumo responsable,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00"
propuestas de consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.11,0.00,0.11,0.44,0.22,0.22,0.22,0.00,0.00"
proyecto consumo responsable,20,,0.00,0.00,,,,"0.00,0.50,0.50,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50"
publicidad y consumo responsable,20,,0.00,0.00,,,,"0.28,0.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.00"
q es el consumo responsable,20,,0.00,0.00,,,,"0.00,0.14,1.00,0.71,0.14,0.14,0.57,0.28,0.28,0.28,0.28,0.00"
que es consumo responsable ejemplos,20,,0.00,0.00,,,,"0.00,0.50,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.00"
que es el consumismo responsable,20,,0.30,0.08,,,,"0.00,1.00,1.00,1.00,0.33,0.66,0.66,1.00,0.00,0.66,0.00,0.00"
que es el consumo responsable definicion,20,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00"
que es el consumo responsable del agua,20,,0.00,0.29,,,,"0.00,0.22,1.00,0.55,0.11,0.00,0.22,0.22,0.00,0.22,0.22,0.22"
que es el consumo responsable en economia,20,,0.00,0.00,,,,"0.00,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.28,0.00,0.00"
que se entiende por consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.44,0.22,0.00,1.00,0.22,0.22,0.22,0.22,0.22,0.00"
qué beneficios trae el consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,1.00,0.00,1.00,0.18,0.00,0.00,0.18,0.00"
recomendaciones para un consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.18,0.18,0.18,0.00,0.18,0.18,0.00,0.18,0.00"
responsabilidad de consumo,20,,0.00,0.00,,,,"0.00,1.00,0.18,0.18,0.18,0.00,0.00,0.18,0.00,0.18,0.00,0.00"
resumen del consumo responsable,20,,0.00,0.00,,,,"0.00,0.14,0.00,0.78,0.00,0.14,0.14,0.14,0.00,0.00,0.00,0.00"
significado consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.50,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.50,0.00"
soluciones para la producción y consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,1.00,0.50,0.50,1.00,0.50,0.50,0.00,0.50,0.50,0.00"
tips para un consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.00,0.14,0.00,1.00,0.00,0.14,0.00,0.14,0.14,0.00"
un consumo responsable,20,,0.00,0.00,,,,"0.20,0.40,0.20,0.40,1.00,1.00,0.20,0.40,0.40,0.40,0.40,0.40"
ventajas de consumo responsable,20,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.44,0.22,0.00,0.22,0.22,0.00,0.00,0.00"
10 consejos para un consumo responsable,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,0.00"
10 consumos responsables,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00"
10 hábitos de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,1.00,1.00"
15 de marzo dia mundial del consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.50,1.00,0.50,0.50,0.50,0.50,0.50,0.00,0.00"
20 consejos para un consumo responsable,10,,0.00,0.00,,,,"1.00,0.00,0.50,0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.00,0.50"
5 acciones de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00"
5 consumos responsables,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.22,0.00,0.22,0.22,0.00,0.00,0.00"
5 ejemplos de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.50,0.00,0.50,0.00,0.00"
a que llamamos consumo responsable,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00"
a que se le llama consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,0.00,0.00,0.00"
acciones consumo responsable,10,,0.00,0.14,,,,"0.00,0.50,0.00,0.50,0.50,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
acciones del consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.22,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00"
acciones para el consumo responsable,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,0.00"
acciones que favorecen el consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00"
actividades consumo responsable secundaria,10,,0.00,0.14,,,,"0.00,0.18,0.00,0.00,0.00,0.00,0.18,0.18,0.18,0.00,0.00,0.18"
actividades de consumo responsable,10,,0.00,0.00,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.00"
actividades de consumo responsable para niños,10,,0.00,0.00,,,,"1.00,0.50,0.50,0.00,0.00"
actividades del consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.50,0.00,0.50,0.50,0.50,0.50,0.00,0.50,0.00,0.00"
actividades para trabajar el consumo responsable en infantil,10,,0.00,0.07,,,,"0.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00"
actividades sobre consumo responsable,10,,0.00,0.29,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.50,0.50,0.50,0.50,0.50"
adentra consumo responsable,10,,0.00,0.00,,,,"0.00,1.00,0.00,0.22,0.00,0.00,0.00,0.22,0.22,0.22,0.00,0.00"
ahorro y consumo responsable,10,,0.00,0.04,,,,"0.00,1.00,0.00,0.00,0.25,0.00,0.00,0.50,0.50,0.50,0.50,0.50"
alimentos de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.28,0.00,0.00,0.14,0.14,0.00,0.00,0.00"
anuncio de consumo responsable,10,,0.00,0.00,,,,"1.00,1.00,1.00,1.00,1.00"
anuncios de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,1.00,0.00,1.00,1.00,1.00,1.00,1.00"
anuncios publicitarios de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.25,1.00,0.25,0.50,0.50,0.50,0.50,0.00,0.00"
app consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,1.00"
articulo sobre el consumo responsable,10,,0.00,0.00,,,,"0.00,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,0.00"
articulos de consumo responsable,10,,0.00,0.00,,,,"0.00,0.50,0.00,0.00,0.50,1.00,0.50,1.00,0.00,0.00,0.00,0.00"
aspectos del consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.50,0.50,0.00,0.00,0.00,1.00,0.00,0.00,1.00,1.00"
beneficios de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.00,0.28,0.00,0.14,0.14,0.14,0.00,0.00"
beneficios de un consumo responsable,10,,0.00,0.00,,,,"0.00,1.00,1.00,0.00,0.00"
campaña consumo responsable,10,,0.00,0.01,,,,"0.50,0.50,0.50,0.50,0.50,0.50,0.50,1.00,1.00,1.00,1.00,1.00"
características de un consumo responsable,10,,0.00,0.00,,,,"0.00,0.14,0.14,0.42,0.14,0.14,0.42,0.28,0.28,0.28,0.00,0.00"
características del consumo responsable,10,,0.00,0.09,,,,"0.00,0.50,0.50,0.50,1.00,0.50,0.50,1.00,0.00,0.00,0.00,0.00"
causas del consumo responsable,10,,0.00,0.00,,,,"0.00,0.55,0.33,0.11,0.11,0.00,0.11,0.22,0.22,0.00,0.22,0.00"
centro insular de calidad y consumo responsable tenerife,10,,0.00,0.00,,,,"0.00,1.00,0.33,0.00,0.00,0.00,0.00,0.66,0.66,0.00,0.00,0.00"
como consumir responsablemente,10,,0.00,0.00,,,,"0.00,0.50,0.50,0.00,0.50,0.00,0.00,1.00,1.00,1.00,1.00,1.00"
como fomentar el consumo responsable,10,,0.00,0.43,,,,"0.00,0.00,0.50,0.50,0.50,0.00,0.00,0.50,0.50,0.50,0.00,0.50"
como hacer un consumo responsable de energia,10,,0.00,0.00,,,,"0.00,1.00,1.00,1.00,0.00"
como llevar a cabo un consumo responsable,10,,0.00,0.00,,,,"0.00,0.50,0.00,0.00,0.50,0.00,1.00,0.50,0.50,0.00,0.50,0.00"
como lograr produccion y consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.50,0.00,0.00,1.00,0.00,1.00,1.00,0.00"
como lograr un consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.22,0.00,0.00,0.00,0.00"
como mejorar la produccion y consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.00,0.28,0.00,0.00,0.28,0.28,0.00,0.28,0.00"
como podemos contribuir al consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.50,1.00,0.00,0.50,1.00,1.00,0.00,1.00,0.00"
como podemos hacer un consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.40,0.00,0.00,1.00,0.20,0.40,0.00,0.40,0.00,0.00"
como practicar el consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,1.00,1.00,0.00"
como promover el consumo responsable,10,,0.00,0.00,,,,"0.00,1.00,0.00,1.00,1.00"
conclusion de consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,1.00,0.50,0.00,0.00,0.00,0.50,0.00,0.00,0.50,0.00"
conclusión del consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.00,0.00,0.50,0.50,0.00,0.50,0.50,0.50,0.50,0.00"
conclusión sobre el consumo responsable,10,,0.00,0.00,,,,"0.00,0.00,0.22,0.00,0.22,0.00,0.00,1.00,0.00,0.22,0.22,0.00"
consejos consumo responsable,10,,0.00,0.00,,,,"0.00,0.20,0.20,0.20,0.20,0.40,0.20,0.40,0.40,0.40,0.40,0.00"
