Marca,Modelo,Imagen,Consumo_en_modo_encendido_en_el_rango_dinámico_normal_SDR,Clase_de_eficiencia_energetica_en_el_modo_de_alto_rango_dinamico_HDR,Consumo_en_modo_encendido_para_el_alto_rango_dinámico_HDR,Tipo
 Hisense , 75U96GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 TCL , 50C725NX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 81, G, 126, Televisión
 SONY , XR-75X93J ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 164, G, 219, Televisión
 Hisense , R65A7200GTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 115, G, 145, Televisión
 TCL , 65C725KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 107, G, 184, Televisión
 Hisense , 65U8GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U87GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U86GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 65U87GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 130, G, 270, Televisión
 Hisense , 55U8GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U80GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U81GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U8GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 55U86GQCH ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 93, G, 215, Televisión
 Hisense , 75U96GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U97GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U99GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U97GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U98GQNE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U9GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 Hisense , 75U92GQTUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 155, G, 330, Televisión
 TCL , 55C821X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 182, Televisión
 VOX Electronics , 43ADW-D1BU ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 66, G, 66, Televisión
 SONY , XR-75X92J ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 164, G, 219, Televisión
 Oceanic , OCEA32HD213B3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 MSI , MAG ARTYMIS 274CP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 26, G, 44, Monitor
 PHILIPS , 75BDL3510Q ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 162, -, -, Señalización
 nevir , NVR-8076-554K2S-SMA-N ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 86, G, 88, Televisión
 SVIVE , 34D901 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 39,6", G," 50,8", Monitor
 Ferguson , F3220F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, -, -, Televisión
 PEAQ , PMO G270-CQK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 30,9", -, -, Monitor
 Itek , ITMF44A121DFHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 43,2", G," 54,5", Monitor
 ALLVIEW , 58ePlay6000U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 69, E, 69, Televisión
 NEI , 40NE5000/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 35, -, -, Televisión
 TCL , 55P725X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 60, G, 103, Televisión
 TCL , 55P722X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 60, G, 103, Televisión
 Continental Edison , CEQLED58SA21B3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, E, 70, Televisión
 SCHNEIDER , LED39-SC410K/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 33, -, -, Televisión
 SCHNEIDER , LED40-SC510K/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 35, -, -, Televisión
 TCL , 55P721X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 60, G, 103, Televisión
 PRINCESS , LISA SMART ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 21, F, 21, Televisión
 TCL , 32ES570FX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 29, G, 44, Televisión
 TCL , 43P722X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 49, G, 71, Televisión
 cello , C4020F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 46, -, -, Televisión
 FINLUX , 24-FDM-5760 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 32, Televisión
 FINLUX , 24-FHMF-5770  ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, F, 22, Televisión
 cello , C4320DVB ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 TCL , 43P725X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 49, G, 71, Televisión
 DAEWOO , D43RTS4K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, F, 51, Televisión
 TCL , 43P721X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 49, G, 71, Televisión
 MSI , MAG ARTYMIS 324CP ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, G, 50, Monitor
 TREVI , UHD 5801 SMART ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 78,9", F," 79,1", Televisión
 TCL , 75C725X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 135, G, 239, Televisión
 TCL , 75C722X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 135, G, 239, Televisión
 DAEWOO , D50RTS4K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 82, G, 82, Televisión
 Hisense , 50A7500F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 85, G, 120, Televisión
 TCL , 55C825X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 182, Televisión
 TCL , 75C721X1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 135, G, 239, Televisión
 DELL , P2722HE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png," 17,1", -, -, Monitor
 DELL , P2722H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png, 15, -, -, Monitor
 HITACHI , 58F501HAK5750 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, E, 70, Televisión
 NEI , 40NE5700/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 35, -, -, Televisión
 Telefunken , D42F553X1CW ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 40, G, 60, Televisión
 NEI , 39NE4000/E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 33, -, -, Televisión
 EDENWOOD , 970217_ED32C01HD-VE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 MEDION , MD 31032 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 29,7", -, -, Televisión
 NEI , 24NE5000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, -, -, Televisión
 Oceanic , OCEA32SFHD212B3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 EDENWOOD , 970218_ED32C02HD-VE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 DELL , P3222QE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 28,3", -, -, Monitor
 DELL , S3422DWG ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 29,9", G," 70,6", Monitor
 Panasonic , TX-40JXW854 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 71, Televisión
 Hisense , 50A6G ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 76, G, 105, Televisión
 Hisense , 50A7GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 78, G, 105, Televisión
 Hisense , 55A7GQ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 90, G, 130, Televisión
 Hisense , 50A7300F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 76, G, 105, Televisión
 Hisense , 50A521EERT ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 76, G, 105, Televisión
 Hisense , 50A7100F ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 76, G, 105, Televisión
 AOC , Q32P2CA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 39, G, 45, Monitor
 HITACHI , 58F52HAK5750 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, E, 70, Televisión
 Continental Edison , CELED39SA21B3 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 36, E, 36, Televisión
 HITACHI , 58HAK5351 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, E, 70, Televisión
 VOX Electronics , 24DSA306HG2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Televisión
 GRUNDIG , 50 GFU 7902W URX000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 65, G, 95, Televisión
 GRUNDIG , 50 GFU 7904W URY000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 65, G, 95, Televisión
 LG Electronics , 22MP400 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 17,5", -, -, Monitor
 LG Electronics , 27MP400 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 21,5", -, -, Monitor
 GRUNDIG , 32 GFH 6600B URA000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 33, G, 64, Televisión
 ALLVIEW , 50ePlay7100-U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 65, F, 58, Televisión
 Logik , L24HE21 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 20, -, -, Televisión
 HITACHI , 65F52HK5600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 109, G, 149, Televisión
 HITACHI , 50HAK5351 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 71, Televisión
 JVC , LT-58CA810a ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 106, G, 106, Televisión
 Logik , L58AUE21a ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 106, G, 106, Televisión
 ASUS , VG28UQL1A ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 33, G, 60, Monitor
 Panasonic , TX-50JX800E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 78, G, 108, Televisión
 Panasonic , TX-50JX850E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 74, G, 103, Televisión
 SAMPO , PME55MA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen-WithAGScale.png, 67, -, -, Monitor
 SAMPO , PMQ65ML ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen-WithAGScale.png, 108, -, -, Monitor
 DELL , SE2722HX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 20, -, -, Monitor
 DELL , SE2722H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 20, -, -, Monitor
 Telefunken , XU58K700 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 70, G, 125, Televisión
 DELL , SE2422H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 15,7", -, -, Monitor
 DELL , SE2422HX ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png," 15,7", -, -, Monitor
 ASPES , ATV24SM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 21, -, -, Televisión
 ASPES , ATV43UHD ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 51, -, -, Televisión
 GRUNDIG , 50 GFU 7900W URG000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 65, G, 95, Televisión
 ALLVIEW , 65ePlay7100-U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 100, F, 95, Televisión
 Monoprice , 43009 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 31, -, -, Monitor
 Panasonic , TX-40JX850E ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 71, Televisión
 LG Electronics , 43HT3WJ ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 62, -, -, Monitor
 LG Electronics , OLED83C11LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 186, G, 346, Televisión
 LG Electronics , OLED83C14LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 186, G, 346, Televisión
 LG Electronics , OLED83C17LA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 186, G, 346, Televisión
 ASPES , ATV32 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 29, -, -, Televisión
 LG Electronics , 24MP450 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 19,5", -, -, Monitor
 JVC , LT-24VH5155 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 22, G, 32, Televisión
 ASPES , ATV32SM ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png," 31,1", -, -, Televisión
 Panasonic , TX-40JX800B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 57, G, 78, Televisión
 Panasonic , TX-65JX800B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 106, G, 149, Televisión
 GIGABYTE , AORUS FO48U ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 85, G, 85, Monitor
 GRUNDIG , 55 GUT 8150 New York - Fire TV Edition UTD000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 87, G, 117, Televisión
 SONY , XR-85Z9J ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 370, G, 457, Televisión
 VIVAX , TV-55UHD122T2S2 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 100, G, 103, Televisión
 Panasonic , TX-50JX800B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 78, G, 108, Televisión
 LG Electronics , 75QNED963PA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 181, G, 300, Televisión
 LG Electronics , 75QNED966PA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 181, G, 300, Televisión
 LG Electronics , 75QNED969PA ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 181, G, 300, Televisión
 SONY , KD-85X85J ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 204, G, 328, Televisión
 GRAETZ , GR43Z1200 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 50, -, -, Televisión
 GRAETZ , GR49Z1250 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 63, -, -, Televisión
 YASHI , YZ2716 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 27, -, -, Monitor
 TECHNICAL , LEDS32WHD20B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 HITACHI , 43FIT25HK5600 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 88, Televisión
 DELL , P2422H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png, 12, -, -, Monitor
 DELL , P2422H WOST ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen-WithAGScale.png, 12, -, -, Monitor
 DELL , P2422HE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png," 14,5", -, -, Monitor
 DELL , P2422HE WOST ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png," 14,5", -, -, Monitor
 DELL , P2222H ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png," 11,8", -, -, Monitor
 DELL , P2222H WOST ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow-WithAGScale.png," 11,8", -, -, Monitor
 acer , SB271 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 20, -, -, Monitor
 ASUS , VA247HE ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png, 18, -, -, Monitor
 GRUNDIG , 50 VLX 707 LDL - Fire TV Edition UXK000 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 66, G, 96, Televisión
 SONY , KD-32W804 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, F, 32, Televisión
 HITACHI , F32E4300 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png, 32, G, 45, Televisión
 Peerless AV , XHB553 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 308, G, 364, Señalización
 Peerless AV , XHB652-EUK ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 298, G, 335, Señalización
 SCHNEIDER , LED28-SC610K ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 32, -, -, Televisión
 TELEFUNKEN , TKA430UHD10B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 54, G, 54, Televisión
 TCL , 55C825KX1 ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 103, G, 164, Televisión
 LG Electronics , 27GP83B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png," 27,6", G, 50, Monitor
 TECHWOOD , TK50UHDS21B ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/G-Left-Red-WithAGScale.png, 71, G, 98, Televisión
