Type,Title,eclrow,Content,eclrow2,Content3,eclrow5,Image
 Chaffoteaux , BCH CD1 160 CHX - EU 3070495 ,Standing loss, 56,Storage volume, 157, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 STYX , BCH CD1 160 STY - EU 3070498 ,Standing loss, 56,Storage volume, 157, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 FLECK , BCH CD1 160 FLE - EU 3070501 ,Standing loss, 56,Storage volume, 157, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ARISTON , BCH CD1 120 ARI - EU 3070491 ,Standing loss, 63,Storage volume, 124, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , BCH CD1 120 CHX - EU 3070494 ,Standing loss, 63,Storage volume, 124, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , BCH CD1 200 ARI - EU 3070503 ,Standing loss, 77,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , BCH CD1 200 CHX - EU 3070504 ,Standing loss, 77,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , BCH CD1 80 CHX - EU 3070493 ,Standing loss, 53,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STYX , BCH CD1 120 STY - EU 3070497 ,Standing loss, 63,Storage volume, 124, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , BCH CD1 80 ARI - EU 3070490 ,Standing loss, 53,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 FLECK , BCH CD1 80 FLE - EU 3070499 ,Standing loss, 53,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 FLECK , BCH CD1 120 FLE - EU 3070500 ,Standing loss, 63,Storage volume, 124, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STYX , BCH CD1 80 STY - EU 3070496 ,Standing loss, 53,Storage volume, 76, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 FLECK , BCH CD1 200 FLE - EU 3070502 ,Standing loss, 77,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Junkers , 7735500391 ,Standing loss, 80,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Bosch , 7735500394 ,Standing loss, 80,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vulcano , 7735500393 ,Standing loss, 80,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 RIELLO , 20103847 ,Standing loss, 60,Storage volume, 441, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 RIELLO , 20103846 ,Standing loss, 69,Storage volume, 296, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 RIELLO , 20103845 ,Standing loss, 74,Storage volume, 205, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 tecalor , TSBC 200 ,Standing loss, 55,Storage volume, 189, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 RIELLO , 20102992 ,Standing loss, 91,Storage volume, 130, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 RIELLO , 20102994 ,Standing loss, 110,Storage volume, 270, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 RIELLO , 20102993 ,Standing loss, 99,Storage volume, 170, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Buderus , 7736701060 ,Standing loss, 55,Storage volume, 199, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Buderus , 7736701070 ,Standing loss, 78,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Buderus , 7736701058 ,Standing loss, 38,Storage volume, 117, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Buderus , 7736701059 ,Standing loss, 46,Storage volume, 157, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Buderus , 7736701065 ,Standing loss, 80,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Buderus , 7736701062 ,Standing loss, 78,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Buderus , 7736701061 ,Standing loss, 70,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Buderus , 7736701068 ,Standing loss, 75,Storage volume, 300, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Buderus , 7736701069 ,Standing loss, 90,Storage volume, 397, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Vaillant , VIH R 120/6 B ,Standing loss, 40,Storage volume, 117, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH R 200/6 B ,Standing loss, 56,Storage volume, 184, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Bulex , FE 150 BM ,Standing loss, 47,Storage volume, 144, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH R 150/6 B ,Standing loss, 47,Storage volume, 144, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Bulex , FE 120 BM ,Standing loss, 40,Storage volume, 117, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Bulex , FE 200 BM ,Standing loss, 56,Storage volume, 184, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Bulex , WE 70 BM ,Standing loss, 40,Storage volume, 68, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH Q 75 B ,Standing loss, 40,Storage volume, 68, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Bulex , FES1 150 B M ,Standing loss, 52,Storage volume, 162, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH S1 250/4 B ,Standing loss, 61,Storage volume, 254, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH S2 250/4 B ,Standing loss, 65,Storage volume, 246, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Bulex , FES2 250 B M ,Standing loss, 65,Storage volume, 246, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vaillant , VIH K 300 ,Standing loss, 65,Storage volume, 156, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Vaillant , VIH RW 400 B ,Standing loss, 121,Storage volume, 389, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 ATLANTIC , 545732 ,Standing loss, 59,Storage volume, 494, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 YGNIS , 545806 ,Standing loss, 59,Storage volume, 494, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 Hoval , 4-TopVal (130) ,Standing loss, 53,Storage volume, 128, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ELCO , VISTRON H 300-2 3732406 ,Standing loss, 67,Storage volume, 295, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Hoval , 4-TopVal (160) ,Standing loss, 56,Storage volume, 157, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Hoval , 5-EnerVal (200) ,Standing loss, 53,Storage volume, 222, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 YGNIS , 545908 ,Standing loss, 78,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 YGNIS , 545913 ,Standing loss, 94,Storage volume, 479, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 596000 ,Standing loss, 85,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 596009 ,Standing loss, 80,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 545901 ,Standing loss, 100,Storage volume, 479, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 700432 ,Standing loss, 65,Storage volume, 99, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 YGNIS , 596027 ,Standing loss, 80,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 545900 ,Standing loss, 78,Storage volume, 291, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 545905 ,Standing loss, 94,Storage volume, 479, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ATLANTIC , 700433 ,Standing loss, 84,Storage volume, 187, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PS 500 E+ ,Standing loss, 95,Storage volume, 473, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PS2F 300 N+ ,Standing loss, 84,Storage volume, 285, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PS 500 N+ ,Standing loss, 101,Storage volume, 474, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PSWF 500 N+ ,Standing loss, 113,Storage volume, 461, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PS 300 N+ ,Standing loss, 73,Storage volume, 280, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PSWF 300 N+ ,Standing loss, 81,Storage volume, 271, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PS 200 N+ ,Standing loss, 60,Storage volume, 181, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 TESY , EV 2X4 2X9 S2 200 60 ,Standing loss, 59,Storage volume, 185, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ARISTON , ARB CDS 100 AR - EU 3070512 ,Standing loss, 63,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ariston Thermo Spa , CD1 180 H 3060451 ,Standing loss, 67,Storage volume, 177, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STYX , BDR CDS 100 STY - EU 3070487 ,Standing loss, 63,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , BDR-E CDS 100 ARI - EU 3070477 ,Standing loss, 63,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STYX , BDR CDS 80 STY - EU 3070486 ,Standing loss, 57,Storage volume, 85, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , BDR-E CDS 80 ARI - EU 3070476 ,Standing loss, 57,Storage volume, 85, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , ARB CDS 80 AR - EU 3070511 ,Standing loss, 57,Storage volume, 85, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ariston Thermo Spa , BDR CDS 80 NEU - EU 3070515 ,Standing loss, 57,Storage volume, 85, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ariston Thermo Spa , BDR CDS 100 NEU - EU 3070516 ,Standing loss, 63,Storage volume, 100, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ariston Thermo Spa , BRDN CD1 150 - EU 3060407 ,Standing loss, 75,Storage volume, 147, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ariston Thermo Spa , BRDN CD1 100 - EU 3060406 ,Standing loss, 55,Storage volume, 99, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Buderus , 8732902283 ,Standing loss, 80,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Vulcano , 7735500362 ,Standing loss, 110,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Buderus , 7736502278 ,Standing loss, 110,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Buderus , 7736502279 ,Standing loss, 110,Storage volume, 499, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Regulus , PS2F 500 N+ ,Standing loss, 130,Storage volume, 479, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 AUSTRIA EMAIL , A26082 ,Standing loss, 83,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A29908 ,Standing loss, 83,Storage volume, 500, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A25295 ,Standing loss, 76,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 AUSTRIA EMAIL , A26713 ,Standing loss, 76,Storage volume, 400, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ELCO , VISTRON WX 60 3900016 ,Standing loss, 29,Storage volume, 62, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 ELCO , VISTRON U 150-1 3723107 ,Standing loss, 48,Storage volume, 171, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Dimplex , PSP 50E ,Standing loss, 38,Storage volume, 45, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Chappee , 7626941 - PIM Be 150 ,Standing loss, 46,Storage volume, 145, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Ariston Thermo Spa , VISTRON SO_SP_F200 3723208 ,Standing loss, 54,Storage volume, 200, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Chappee , 7626944 - PIM Be 200 ,Standing loss, 54,Storage volume, 195, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ARISTON , CYL KAIROS MACC CD1 150 - EU 3100665 ,Standing loss, 46,Storage volume, 142, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ELCO , VISTRON WX 110 3900017 ,Standing loss, 47,Storage volume, 117, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Chappee , 7626946 - PIM Be 300 ,Standing loss, 67,Storage volume, 290, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Ariston Thermo Spa , VISTRON SO_SP_F150 3723207 ,Standing loss, 53,Storage volume, 152, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Chaffoteaux , CYL ZELIOS COMPACT CD1 150 - EU 3100672 ,Standing loss, 46,Storage volume, 142, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 ELCO , VISTRON U 120-1 3723106 ,Standing loss, 40,Storage volume, 124, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
 Chaffoteaux , CYL ZELIOS COMPACT CD2 200 - EU 3100675 ,Standing loss, 62,Storage volume, 192, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , CYL KAIROS MACC CD1 300 - EU 3100667 ,Standing loss, 95,Storage volume, 298, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Ariston Thermo Spa , VISTRON SO_SP_F400 3723210 ,Standing loss, 99,Storage volume, 428, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , CYL ZELIOS COMPACT CD1 300 - EU 3100674 ,Standing loss, 95,Storage volume, 298, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , CYL ZELIOS COMPACT CD1 200 - EU 3100673 ,Standing loss, 62,Storage volume, 198, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , CYL ZELIOS COMPACT CD2 300 - EU 3100676 ,Standing loss, 95,Storage volume, 292, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , CYL KAIROS MACC-E CD1 300 - EU 3100671 ,Standing loss, 84,Storage volume, 297, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , CYL KAIROS MACC CD2 200 - EU 3100668 ,Standing loss, 62,Storage volume, 192, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , CYL KAIROS MACC CD1 200 - EU 3100666 ,Standing loss, 62,Storage volume, 198, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , CYL ZELIOS COMPACT-E CD1 200 - EU 3100677 ,Standing loss, 71,Storage volume, 196, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 Chaffoteaux , CYL ZELIOS COMPACT-E CD1 300 - EU 3100678 ,Standing loss, 84,Storage volume, 297, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , CYL KAIROS MACC CD2 300 - EU 3100669 ,Standing loss, 95,Storage volume, 292, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 ARISTON , CYL KAIROS MACC-E CD1 200 - EU 3100670 ,Standing loss, 71,Storage volume, 196, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 OSO Hotwater AS , S 150 - 2 kW dry element 1x230V ,Standing loss, 50,Storage volume, 142, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/D-Left-Yellow.png
 Ariston Thermo Spa , CD1 300 H 3060345 ,Standing loss, 86,Storage volume, 286, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 TESY , EV 23 S 500 75 ,Standing loss, 95,Storage volume, 470, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 EMMETI , HYBV 500 ,Standing loss, 111,Storage volume, 524, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 TESY , EV 2X6 2X13 S2 500 75 ,Standing loss, 95,Storage volume, 459, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 EMMETI , HBYV 300 ,Standing loss, 80,Storage volume, 350, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/C-Left-LightGreen.png
 STIEBEL ELTRON , SBBE 302 WP ,Standing loss, 50,Storage volume, 319, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 STIEBEL ELTRON , SBBE 301 WP ,Standing loss, 50,Storage volume, 319, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/A-Left-DarkGreen.png
 457 , SolvisMax ,Standing loss, 81,Storage volume, 475, Liters ,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-MediumGreen.png
