Type,Title,ngstarinserted__divcontains_class_ecludnone,ngstarinserted__divcontains_class_ecludnone3,eclrow,eclrow5,eclrow7,Content8,eclrow9,Image
 DE DIETRICH , DRL1624J /1 ,Annual energy consumption, 126,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 201, 201,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 BRANDT , BFC7527SX /1 ,Annual energy consumption, 263,Sum of the volumes of the frozen compartment(s), 65,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 199, 199,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 BRANDT , BFC8600NX /1 ,Annual energy consumption, 291,Sum of the volumes of the frozen compartment(s), 76,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 210, 210,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Siemens , KI86VVSF0S ,Annual energy consumption, 279,Sum of the volumes of the frozen compartment(s), 76,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 192, 192,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Siemens , KI87VVFF0G ,Annual energy consumption, 259,Sum of the volumes of the frozen compartment(s), 63,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 209, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Neff , KI5862SF0G ,Annual energy consumption, 279,Sum of the volumes of the frozen compartment(s), 76,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 192, 192,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KIL42ADF0H ,Annual energy consumption, 185,Sum of the volumes of the frozen compartment(s), 15,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 180, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KIL42AEF0H ,Annual energy consumption, 185,Sum of the volumes of the frozen compartment(s), 15,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 180, 180,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KIV87VFF0G ,Annual energy consumption, 259,Sum of the volumes of the frozen compartment(s), 63,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 209, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KIV87VSF0G ,Annual energy consumption, 259,Sum of the volumes of the frozen compartment(s), 63,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 209, 209,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Gaggenau , RT282204 ,Annual energy consumption, 222,Sum of the volumes of the frozen compartment(s), 34,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 252, 252,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Gaggenau , RC200203 ,Annual energy consumption, 114,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 137, 137,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Siemens , KU15LADF0H ,Annual energy consumption, 180,Sum of the volumes of the frozen compartment(s), 15,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 108, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KUL15ADF0H ,Annual energy consumption, 180,Sum of the volumes of the frozen compartment(s), 15,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 108, 108,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Siemens , KI24LNFF0H ,Annual energy consumption, 189,Sum of the volumes of the frozen compartment(s), 17,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 183, 183,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Junker , JC15KAFF0 ,Annual energy consumption, 114,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 137, 137,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Continental Edison , CE1DL204E1 ,Annual energy consumption, 126,Sum of the volumes of the frozen compartment(s), -,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 200, 200,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Oceanic , OCEAFC268S1 ,Annual energy consumption, 277,Sum of the volumes of the frozen compartment(s), 84,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 184, 184,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TECHNICAL , TTC102/1 ,Annual energy consumption, 213,Sum of the volumes of the frozen compartment(s), 103,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 0, 0,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ESSENTIELB , ECAVE185-60b1 ,Annual energy consumption," 311,06",Sum of the volumes of the frozen compartment(s), 282,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Kernau , KFRC 15153.1 IX ,Annual energy consumption, 265,Sum of the volumes of the frozen compartment(s), 84,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 146, 146,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Kernau , KFRC 18161.1 NF W ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 88,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 207, 207,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Beko , ICQFDB355 7518920016 ,Annual energy consumption, 298,Sum of the volumes of the frozen compartment(s), 91,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 163, 163,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TECHNICAL , TWDP436/1 ,Annual energy consumption, 319,Sum of the volumes of the frozen compartment(s), 113,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 320, 320,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 FRIONOR , FP1434FSil ,Annual energy consumption, 215,Sum of the volumes of the frozen compartment(s), 37,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 169, 169,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TCL , RB275GM1110 ,Annual energy consumption, 287,Sum of the volumes of the frozen compartment(s), 80,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 202, 202,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TCL , RB315GM1210 ,Annual energy consumption, 309,Sum of the volumes of the frozen compartment(s), 99,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TCL , RB315GM1210GR ,Annual energy consumption, 309,Sum of the volumes of the frozen compartment(s), 99,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Midea , HS-131CN ,Annual energy consumption, 211,Sum of the volumes of the frozen compartment(s), 99,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 BAUER , RB-280DC5SSD ,Annual energy consumption, 264,Sum of the volumes of the frozen compartment(s), 71,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 165, 165,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 OSBY , KF1851-2VS-V ,Annual energy consumption," 290,18",Sum of the volumes of the frozen compartment(s), 83,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 BUSH , MUCFRWHT ,Annual energy consumption, 180,Sum of the volumes of the frozen compartment(s), 72,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Beko , RDNT231I30XBN 8700000715 ,Annual energy consumption, 267,Sum of the volumes of the frozen compartment(s), 68,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 142, 142,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TELEFUNKEN , TLK201EXN ,Annual energy consumption, 313,Sum of the volumes of the frozen compartment(s), 101,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 266, 266,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TELEFUNKEN , TLK2452N ,Annual energy consumption, 246,Sum of the volumes of the frozen compartment(s), 188,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SHARP , SJ-BF243M01X-EU ,Annual energy consumption, 269,Sum of the volumes of the frozen compartment(s), 68,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 181, 181,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TCL , RP466CXF0UA ,Annual energy consumption, 368,Sum of the volumes of the frozen compartment(s), 169,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 297, 297,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TCL , RP505SXF0UA ,Annual energy consumption, 393,Sum of the volumes of the frozen compartment(s), 181,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 324, 324,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Fisher & Paykel , RF523G series ,Annual energy consumption, 350,Sum of the volumes of the frozen compartment(s), 177,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 298, 298,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TCL , RB315GM1210UA ,Annual energy consumption, 309,Sum of the volumes of the frozen compartment(s), 99,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ICECOOL , ICRF175FRE ,Annual energy consumption, 261,Sum of the volumes of the frozen compartment(s), 70,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 242, 242,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SUNFEEL , FGF1862F ,Annual energy consumption, 299,Sum of the volumes of the frozen compartment(s), 88,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 207, 207,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SUNFEEL , FG854S ,Annual energy consumption, 132,Sum of the volumes of the frozen compartment(s), 8,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 74, 74,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Bosch , KIR20EFF0 ,Annual energy consumption, 123,Sum of the volumes of the frozen compartment(s), 0,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 181, 181,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 KONEN , COK144W21 ,Annual energy consumption, 246,Sum of the volumes of the frozen compartment(s), 188,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TESLA , RS2000M1 ,Annual energy consumption, 182,Sum of the volumes of the frozen compartment(s), 17,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 179, 179,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Tesla , RC3100H1 ,Annual energy consumption, 292,Sum of the volumes of the frozen compartment(s), 96,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 219, 219,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Tesla , RU1600H1 ,Annual energy consumption, 243,Sum of the volumes of the frozen compartment(s), 180,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 KERNAU , KFRT 14152.1 W ,Annual energy consumption, 222,Sum of the volumes of the frozen compartment(s), 42,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 171, 171,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 SMEG , CF33SF ,Annual energy consumption, 287,Sum of the volumes of the frozen compartment(s), 95,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 205, 205,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 BLOMBERG , FRM 1922 N ,Annual energy consumption, 213,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ARCTIC , AK60320M30MT ,Annual energy consumption, 287,Sum of the volumes of the frozen compartment(s), 95,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 205, 205,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 ARCTIC , AO10W30 ,Annual energy consumption, 213,Sum of the volumes of the frozen compartment(s), 104,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 BLOMBERG , FNM 1600IN ,Annual energy consumption, 298,Sum of the volumes of the frozen compartment(s), 220,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), -, -,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 Helkama , HRK218RB ,Annual energy consumption, 232,Sum of the volumes of the frozen compartment(s), 48,Sum of the volumes of the frozen chill compartment(s) and the unfrozen compartment(s), 160, 160,https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
