Type,Title,eclrow2,Content,eclualignitemslgend,eclualignitemslgend5,Image
 INDESIT , YTN M10 91 FR ,Weighted Annual Energy Consumption, 339,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 BAUKNECHT , T Pure M11 72 N ,Weighted Annual Energy Consumption, 211,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:00,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 INDESIT , YTN M10 81 FR ,Weighted Annual Energy Consumption, 307,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Samsung , DV90BB7445GB ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV91BB7445GB ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV9EBB7445GE ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 LG Electronics , RC10V9AV2W ,Weighted Annual Energy Consumption, 210,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:38,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV90BB7445GE ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 LG Electronics , RC10V9PV2W ,Weighted Annual Energy Consumption, 210,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:38,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV90BB7445GW ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 HISENSE , DHQA902U ,Weighted Annual Energy Consumption, 245,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:29,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 LG Electronics , RH80M3AV6R ,Weighted Annual Energy Consumption, 235,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:59,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 BAUKNECHT , T Sense M11 83 N ,Weighted Annual Energy Consumption, 175,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 HOTPOINT/ARISTON , CNT M11 82K FR ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 BAUKNECHT , T Soft M11 82 N ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 INDESIT , YTN M10 91 R EU ,Weighted Annual Energy Consumption, 339,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:51,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 Siemens , WT47XM01CS ,Weighted Annual Energy Consumption, 193,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 IGNIS , IGD G830 IT.1 ,Weighted Annual Energy Consumption, 175,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Siemens , WT47XK00PL ,Weighted Annual Energy Consumption, 193,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 BAUKNECHT , T Sense M11 93 N ,Weighted Annual Energy Consumption, 194,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 HOTPOINT/ARISTON , NT M11 82K IT ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Samsung , DV90BB9445GH ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV90BB9445GB ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV90BB9445GE ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Samsung , DV9EBB9445GH ,Weighted Annual Energy Consumption, 182,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WTWH760CS ,Weighted Annual Energy Consumption, 177,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:28,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG245ABSN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245APSN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG242AMSN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85V8EPL ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245AISN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 LG Electronics , FDM309S ,Weighted Annual Energy Consumption, 228,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG242APSN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245AASN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245ALSN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245AMSN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 LG Electronics , FDM309W ,Weighted Annual Energy Consumption, 228,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:32,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85V08II ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85V07II ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:08,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85V18II ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:25,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245BASN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WTH85V17II ,Weighted Annual Energy Consumption, 212,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:08,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245RASN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG245ARSN ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FFT M11 8X1B FR ,Weighted Annual Energy Consumption, 307,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:35,https://eprel.ec.europa.eu/assets/images/label/thumbnails/AP-Left-LightGreen.png
 WHIRLPOOL , FFTN M11 82 SPT ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 INDESIT , YTN M11 82K RX SPT ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Siemens , WQ33G2D175 ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Exquisit , TK810-060 weiss ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 Samsung , DV90BBA245AB ,Weighted Annual Energy Consumption, 192,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:02,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 PRIVILEG , PWCT M11 82 N ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 HOTPOINT/ARISTON , EU NTDG92 SK IT ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:31,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 INDESIT , YTN M11 82 X FR ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , FFTN M11 82 IT ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG233D3CS ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 Bosch , WQG233D1CS ,Weighted Annual Energy Consumption, 176,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 ESKIMO , ES DR100HP ,Weighted Annual Energy Consumption, 282,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:19,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG242ABSN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG242AESN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG242AISN ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:58,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Haier , HD90-A3939 ,Weighted Annual Energy Consumption, 200,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:09,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APPP-Left-DarkGreen.png
 INDESIT , YT M11 82 RX IT ,Weighted Annual Energy Consumption, 234,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Bosch , WQG14500BY ,Weighted Annual Energy Consumption, 258,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:56,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Haier , HD90-A2939 ,Weighted Annual Energy Consumption, 265,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:52,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 VOX Electronics , TDM810T1G ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 VOX Electronics , TDM810T ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 VOX Electronics , TDM815TQ ,Weighted Annual Energy Consumption, 561,Programme time of the ‘standard cotton programme at full load’ (T dry), 2:14,https://eprel.ec.europa.eu/assets/images/label/thumbnails/B-Left-LightOrange.png
 WHIRLPOOL , W7 D93WB FR ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , RPE H9A2TRE-S ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:20,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 WHIRLPOOL , W7 D93WR FR ,Weighted Annual Energy Consumption, 259,Programme time of the ‘standard cotton programme at full load’ (T dry), 4:10,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
 Candy , RPE H8A2TRE-S ,Weighted Annual Energy Consumption, 236,Programme time of the ‘standard cotton programme at full load’ (T dry), 3:45,https://eprel.ec.europa.eu/assets/images/label/thumbnails/APP-Left-MediumGreen.png
