Type,Title,eclrow,eclrow1,eclrow4,eclrow5,Image
 TENSAI , MPL100ST1PVC000/AM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVC000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVC000/AZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVC000/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVC000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVC002/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE100ST1PVB000/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE100ST1PVC101/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE100ST1PVF000/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE130ST1PVC000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE130ST1PVC100/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVB000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVC000/AZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVC010/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL130ST1PVF000001 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE130ST1PVF000/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE130ST1PVF100/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE150ST1PVC001/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVB000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVC000/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVF000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVB000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVC ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVC000/AM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , ACM120S1FVPV000/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 716,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , ACM120S1FVPV000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 716,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE130ST1PVB000/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL100ST1PVC000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 5 621,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL130ST1PVB000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL130ST1PVC000/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL130ST1PVF000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVB000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVF000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , ACM120S1FVPV000/CZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 716,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , ACM120S1FVPV000/IN ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 716,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MAE130ST1PVC101/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL130ST1PVC000/AM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL130ST1PVC000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL130ST1PVC000001 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 6 606,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , MPL150ST1PVB000/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 7 227,00",https://eprel.ec.europa.eu/assets/images/label/thumbnails/E-Left-LightOrange-WithAGScale.png
 TENSAI , GOHC420GP ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 478,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , ICE400GNTVS ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 587,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , SICC500GP ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 733,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST1VCR100/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST1VPR000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST1VPR100/AM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST1VPR100/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VCR000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VCR100/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VPR100/AZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST3VPR000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL130ST1VPR001/AZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 952,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL130ST1VPR100/AZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 952,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL130ST1VVR000001 ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 952,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL130ST2VCR000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 952,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL130ST2VCR000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 952,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL130ST2VPR000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 952,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST1VPR000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST1VPR000/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST1VPR100/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST2VCR000/CZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST2VCR100/AZ ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST2VPR100/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST2VPR100/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST2VVR000/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL150ST2VVR110/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 062,25",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL200ST1VCR001/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 299,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL200ST1VCR111/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 299,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL200ST2VPR002/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 299,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL200ST2VPR100/AM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 299,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL200ST2VPR100/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 2 299,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , ICE500GPTOS ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 715,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , GVHC520GP ,Type of refrigerating appliance, Ice-cream freezers,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST1VCR000/AM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST1VCR001/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST1VPR000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VCR000/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VCR000/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VCR100/VM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VPR000/BR ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VPR000/VD ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL100ST2VVR110/BK ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 788,50",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
 TENSAI , VPL130ST1VCR000/AM ,Type of refrigerating appliance, Supermarket cabinet,Annual energy consumption," 1 952,75",https://eprel.ec.europa.eu/assets/images/label/thumbnails/F-Left-DarkOrange-WithAGScale.png
